"Step","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/acc1","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/acc1__MIN","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/acc1__MAX","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/acc1","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/acc1__MIN","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/acc1__MAX","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/acc1","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/acc1__MIN","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/acc1__MAX","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/acc1","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/acc1__MIN","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/acc1__MAX"
"3750","80.32731681034483","80.32731681034483","80.32731681034483","65.09294181034483","65.09294181034483","65.09294181034483","77.49865301724138","77.49865301724138","77.49865301724138","71.39345366379311","71.39345366379311","71.39345366379311"
"3800","80.33300088652483","80.33300088652483","80.33300088652483","65.34519060283688","65.34519060283688","65.34519060283688","77.55984042553192","77.55984042553192","77.55984042553192","71.3846409574468","71.3846409574468","71.3846409574468"
"3850","80.1793109939759","80.1793109939759","80.1793109939759","65.5308734939759","65.5308734939759","65.5308734939759","77.58612575301204","77.58612575301204","77.58612575301204","71.5785015060241","71.5785015060241","71.5785015060241"
"3900","80.18038285340315","80.18038285340315","80.18038285340315","65.58818717277487","65.58818717277487","65.58818717277487","77.46032395287958","77.46032395287958","77.46032395287958","71.65412303664921","71.65412303664921","71.65412303664921"
"3950","81.11661585365853","81.11661585365853","81.11661585365853","66.46341463414635","66.46341463414635","66.46341463414635","79.15396341463415","79.15396341463415","79.15396341463415","74.4092987804878","74.4092987804878","74.4092987804878"
"4000","81.69642857142857","81.69642857142857","81.69642857142857","67.28193681318682","67.28193681318682","67.28193681318682","78.60576923076923","78.60576923076923","78.60576923076923","73.73798076923077","73.73798076923077","73.73798076923077"
"4050","81.78191489361703","81.78191489361703","81.78191489361703","67.43683510638297","67.43683510638297","67.43683510638297","78.59042553191489","78.59042553191489","78.59042553191489","74.04698581560284","74.04698581560284","74.04698581560284"
"4100","81.74901832460733","81.74901832460733","81.74901832460733","67.53926701570681","67.53926701570681","67.53926701570681","78.53812172774869","78.53812172774869","78.53812172774869","73.99787303664921","73.99787303664921","73.99787303664921"
"4150","81.76867219917013","81.76867219917013","81.76867219917013","67.63161307053942","67.63161307053942","67.63161307053942","78.28384336099585","78.28384336099585","78.28384336099585","73.7811203319502","73.7811203319502","73.7811203319502"
"4200","81.74667096219932","81.74667096219932","81.74667096219932","67.56604381443299","67.56604381443299","67.56604381443299","78.35051546391753","78.35051546391753","78.35051546391753","73.70328608247422","73.70328608247422","73.70328608247422"
"4250","81.65093475073314","81.65093475073314","81.65093475073314","67.65029325513197","67.65029325513197","67.65029325513197","78.28766495601172","78.28766495601172","78.28766495601172","73.68035190615836","73.68035190615836","73.68035190615836"
"4300","81.514","81.514","81.514","67.74","67.74","67.74","78.322","78.322","78.322","73.774","73.774","73.774"
"4350","80.9375","80.9375","80.9375","69.8125","69.8125","69.8125","79.6875","79.6875","79.6875","73.671875","73.671875","73.671875"
"4400","81.828125","81.828125","81.828125","69.5","69.5","69.5","79.1796875","79.1796875","79.1796875","73.921875","73.921875","73.921875"
"4450","82.06770833333333","82.06770833333333","82.06770833333333","69.45833333333333","69.45833333333333","69.45833333333333","79.41145833333333","79.41145833333333","79.41145833333333","74.484375","74.484375","74.484375"
"4500","81.921875","81.921875","81.921875","69.3671875","69.3671875","69.3671875","79.3359375","79.3359375","79.3359375","74.33984375","74.33984375","74.33984375"
"4550","82.034375","82.034375","82.034375","69.45625","69.45625","69.45625","79.28125","79.28125","79.28125","74.346875","74.346875","74.346875"
"4600","82.1328125","82.1328125","82.1328125","69.54947916666667","69.54947916666667","69.54947916666667","79.171875","79.171875","79.171875","74.49479166666667","74.49479166666667","74.49479166666667"
"4650","82.11607142857143","82.11607142857143","82.11607142857143","69.82142857142857","69.82142857142857","69.82142857142857","79.22991071428571","79.22991071428571","79.22991071428571","74.64285714285714","74.64285714285714","74.64285714285714"
"4700","82.98611111111111","82.98611111111111","82.98611111111111","71.78819444444444","71.78819444444444","71.78819444444444","78.90625","78.90625","78.90625","76.5625","76.5625","76.5625"
"4750","82.98463983050847","82.98463983050847","82.98463983050847","71.37182203389831","71.37182203389831","71.37182203389831","79.44915254237289","79.44915254237289","79.44915254237289","75.91366525423729","75.91366525423729","75.91366525423729"
"4800","82.64048165137615","82.64048165137615","82.64048165137615","71.39478211009174","71.39478211009174","71.39478211009174","79.31479357798165","79.31479357798165","79.31479357798165","76.37614678899082","76.37614678899082","76.37614678899082"
"4850","82.94516509433963","82.94516509433963","82.94516509433963","71.35908018867924","71.35908018867924","71.35908018867924","79.56466194968553","79.56466194968553","79.56466194968553","76.06132075471699","76.06132075471699","76.06132075471699"
"4900","82.89847488038278","82.89847488038278","82.89847488038278","71.65445574162679","71.65445574162679","71.65445574162679","79.48190789473684","79.48190789473684","79.48190789473684","76.1550538277512","76.1550538277512","76.1550538277512"
"4950","83.09302606177606","83.09302606177606","83.09302606177606","71.55827702702703","71.55827702702703","71.55827702702703","79.63923745173746","79.63923745173746","79.63923745173746","76.06780888030887","76.06780888030887","76.06780888030887"
"5000","83.12348300970874","83.12348300970874","83.12348300970874","71.56907362459548","71.56907362459548","71.56907362459548","79.72036812297735","79.72036812297735","79.72036812297735","75.93042071197411","75.93042071197411","75.93042071197411"
"5050","83.09105153203343","83.09105153203343","83.09105153203343","71.51592966573816","71.51592966573816","71.51592966573816","79.67226671309193","79.67226671309193","79.67226671309193","75.9357590529248","75.9357590529248","75.9357590529248"
"5100","83.59375","83.59375","83.59375","73.48090277777777","73.48090277777777","73.48090277777777","79.90451388888889","79.90451388888889","79.90451388888889","76.64930555555556","76.64930555555556","76.64930555555556"
"5150","83.19163602941177","83.19163602941177","83.19163602941177","73.03538602941177","73.03538602941177","73.03538602941177","80.65257352941177","80.65257352941177","80.65257352941177","77.0220588235294","77.0220588235294","77.0220588235294"
"5200","83.54740466101696","83.54740466101696","83.54740466101696","72.82176906779661","72.82176906779661","72.82176906779661","80.33633474576271","80.33633474576271","80.33633474576271","76.84057203389831","76.84057203389831","76.84057203389831"
"5250","83.57514880952381","83.57514880952381","83.57514880952381","72.73530505952381","72.73530505952381","72.73530505952381","80.43619791666667","80.43619791666667","80.43619791666667","76.84151785714286","76.84151785714286","76.84151785714286"
"5300","83.65108944954129","83.65108944954129","83.65108944954129","73.01820527522936","73.01820527522936","73.01820527522936","80.49741972477064","80.49741972477064","80.49741972477064","76.80619266055047","76.80619266055047","76.80619266055047"
"5350","83.66079757462687","83.66079757462687","83.66079757462687","72.83115671641791","72.83115671641791","72.83115671641791","80.52705223880596","80.52705223880596","80.52705223880596","76.82194496268657","76.82194496268657","76.82194496268657"
"5400","83.54461477987421","83.54461477987421","83.54461477987421","73.01002358490567","73.01002358490567","73.01002358490567","80.51051493710692","80.51051493710692","80.51051493710692","76.9973466981132","76.9973466981132","76.9973466981132"
"5450","83.51732336956522","83.51732336956522","83.51732336956522","73.0171535326087","73.0171535326087","73.0171535326087","80.53031589673913","80.53031589673913","80.53031589673913","77.00619904891305","77.00619904891305","77.00619904891305"
"5500","85.01157407407408","85.01157407407408","85.01157407407408","74.5949074074074","74.5949074074074","74.5949074074074","80.17939814814815","80.17939814814815","80.17939814814815","78.41435185185185","78.41435185185185","78.41435185185185"
"5550","84.67938311688312","84.67938311688312","84.67938311688312","73.83319805194805","73.83319805194805","73.83319805194805","80.7325487012987","80.7325487012987","80.7325487012987","78.01339285714286","78.01339285714286","78.01339285714286"
"5600","84.44266732283465","84.44266732283465","84.44266732283465","73.5974409448819","73.5974409448819","73.5974409448819","80.93626968503936","80.93626968503936","80.93626968503936","78.40797244094489","78.40797244094489","78.40797244094489"
"5650","84.33527542372882","84.33527542372882","84.33527542372882","73.73764124293785","73.73764124293785","73.73764124293785","81.06461864406779","81.06461864406779","81.06461864406779","78.2176906779661","78.2176906779661","78.2176906779661"
"5700","84.13752753303964","84.13752753303964","84.13752753303964","73.81263766519824","73.81263766519824","73.81263766519824","80.92648678414096","80.92648678414096","80.92648678414096","78.03207599118943","78.03207599118943","78.03207599118943"
"5750","84.02809115523466","84.02809115523466","84.02809115523466","73.96209386281589","73.96209386281589","73.96209386281589","80.9341155234657","80.9341155234657","80.9341155234657","77.96987815884476","77.96987815884476","77.96987815884476"
"5800","84.09308103975535","84.09308103975535","84.09308103975535","73.92010703363914","73.92010703363914","73.92010703363914","80.88446100917432","80.88446100917432","80.88446100917432","77.97448394495413","77.97448394495413","77.97448394495413"
"5850","84.18020557029178","84.18020557029178","84.18020557029178","73.99079907161804","73.99079907161804","73.99079907161804","80.92050729442971","80.92050729442971","80.92050729442971","78.02138594164457","78.02138594164457","78.02138594164457"
"5900","84.89583333333333","84.89583333333333","84.89583333333333","74.52256944444444","74.52256944444444","74.52256944444444","82.03125","82.03125","82.03125","78.55902777777777","78.55902777777777","78.55902777777777"
"5950","84.78379360465117","84.78379360465117","84.78379360465117","74.34593023255815","74.34593023255815","74.34593023255815","81.84956395348837","81.84956395348837","81.84956395348837","78.25218023255815","78.25218023255815","78.25218023255815"
"6000","84.66222426470588","84.66222426470588","84.66222426470588","74.4140625","74.4140625","74.4140625","81.85891544117646","81.85891544117646","81.85891544117646","78.35477941176471","78.35477941176471","78.35477941176471"
"6050","84.54301075268818","84.54301075268818","84.54301075268818","74.84459005376344","74.84459005376344","74.84459005376344","81.95564516129032","81.95564516129032","81.95564516129032","78.44842069892474","78.44842069892474","78.44842069892474"
"6100","84.72259004237289","84.72259004237289","84.72259004237289","74.9073093220339","74.9073093220339","74.9073093220339","81.77304025423729","81.77304025423729","81.77304025423729","78.28720868644068","78.28720868644068","78.28720868644068"
"6150","84.64270104895105","84.64270104895105","84.64270104895105","74.97814685314685","74.97814685314685","74.97814685314685","81.54774912587412","81.54774912587412","81.54774912587412","78.33806818181819","78.33806818181819","78.33806818181819"
"6200","84.66331845238095","84.66331845238095","84.66331845238095","75.06277901785714","75.06277901785714","75.06277901785714","81.38253348214286","81.38253348214286","81.38253348214286","78.23428199404762","78.23428199404762","78.23428199404762"
"6250","84.69478626943005","84.69478626943005","84.69478626943005","75.11334196891191","75.11334196891191","75.11334196891191","81.4928756476684","81.4928756476684","81.4928756476684","78.18976683937824","78.18976683937824","78.18976683937824"
"6300","85.74652777777777","85.74652777777777","85.74652777777777","75.59027777777777","75.59027777777777","75.59027777777777","81.99652777777777","81.99652777777777","81.99652777777777","78.31597222222223","78.31597222222223","78.31597222222223"
"6350","85.69901315789474","85.69901315789474","85.69901315789474","75.41118421052632","75.41118421052632","75.41118421052632","82.04769736842105","82.04769736842105","82.04769736842105","79.04605263157895","79.04605263157895","79.04605263157895"
"6400","85.70043103448276","85.70043103448276","85.70043103448276","75.49030172413794","75.49030172413794","75.49030172413794","81.98275862068965","81.98275862068965","81.98275862068965","78.78771551724138","78.78771551724138","78.78771551724138"
"6450","85.56089743589743","85.56089743589743","85.56089743589743","75.52083333333333","75.52083333333333","75.52083333333333","81.62660256410257","81.62660256410257","81.62660256410257","78.92227564102564","78.92227564102564","78.92227564102564"
"6500","85.55484693877551","85.55484693877551","85.55484693877551","75.6983418367347","75.6983418367347","75.6983418367347","81.67729591836735","81.67729591836735","81.67729591836735","78.79464285714286","78.79464285714286","78.79464285714286"
"6550","85.26483050847457","85.26483050847457","85.26483050847457","75.70180084745763","75.70180084745763","75.70180084745763","81.53336864406779","81.53336864406779","81.53336864406779","78.91684322033899","78.91684322033899","78.91684322033899"
"6600","85.1947463768116","85.1947463768116","85.1947463768116","75.91032608695652","75.91032608695652","75.91032608695652","81.58061594202898","81.58061594202898","81.58061594202898","78.94927536231884","78.94927536231884","78.94927536231884"
