"Step","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1__MIN","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1__MAX","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1__MIN","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1__MAX","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1__MIN","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1__MAX","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1__MIN","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1__MAX","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1__MIN","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1__MAX","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1__MIN","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1__MAX"
"1450","64.60487859712231","64.60487859712231","64.60487859712231","58.55440647482014","58.55440647482014","58.55440647482014","63.77023381294964","63.77023381294964","63.77023381294964","46.88062050359712","46.88062050359712","46.88062050359712","54.65939748201439","54.65939748201439","54.65939748201439","65.4507643884892","65.4507643884892","65.4507643884892"
"1500","64.85804115853658","64.85804115853658","64.85804115853658","58.79858993902439","58.79858993902439","58.79858993902439","64.02915396341463","64.02915396341463","64.02915396341463","47.05840320121951","47.05840320121951","47.05840320121951","54.79706554878049","54.79706554878049","54.79706554878049","65.60118140243902","65.60118140243902","65.60118140243902"
"1550","65.13516865079364","65.13516865079364","65.13516865079364","58.9823082010582","58.9823082010582","58.9823082010582","64.29604828042328","64.29604828042328","64.29604828042328","47.33382936507937","47.33382936507937","47.33382936507937","55.10706018518518","55.10706018518518","55.10706018518518","65.80274470899471","65.80274470899471","65.80274470899471"
"1600","70.2491554054054","70.2491554054054","70.2491554054054","64.02027027027027","64.02027027027027","64.02027027027027","68.6233108108108","68.6233108108108","68.6233108108108","50.76013513513514","50.76013513513514","50.76013513513514","59.860641891891895","59.860641891891895","59.860641891891895","70.12246621621621","70.12246621621621","70.12246621621621"
"1650","69.02837643678161","69.02837643678161","69.02837643678161","62.60775862068966","62.60775862068966","62.60775862068966","67.62751436781609","67.62751436781609","67.62751436781609","49.4073275862069","49.4073275862069","49.4073275862069","58.44109195402299","58.44109195402299","58.44109195402299","69.41451149425288","69.41451149425288","69.41451149425288"
"1700","68.51619525547446","68.51619525547446","68.51619525547446","62.4543795620438","62.4543795620438","62.4543795620438","67.10196167883211","67.10196167883211","67.10196167883211","49.22445255474452","49.22445255474452","49.22445255474452","58.074817518248175","58.074817518248175","58.074817518248175","69.14347627737226","69.14347627737226","69.14347627737226"
"1750","68.4283088235294","68.4283088235294","68.4283088235294","62.658756684491976","62.658756684491976","62.658756684491976","67.12901069518716","67.12901069518716","67.12901069518716","49.068348930481285","49.068348930481285","49.068348930481285","58.06316844919786","58.06316844919786","58.06316844919786","69.24298128342247","69.24298128342247","69.24298128342247"
"1800","68.6511075949367","68.6511075949367","68.6511075949367","62.467035864978904","62.467035864978904","62.467035864978904","67.12157172995781","67.12157172995781","67.12157172995781","49.142932489451475","49.142932489451475","49.142932489451475","57.894910337552744","57.894910337552744","57.894910337552744","69.38291139240506","69.38291139240506","69.38291139240506"
"1850","68.7091681184669","68.7091681184669","68.7091681184669","62.48366724738676","62.48366724738676","62.48366724738676","67.00239547038328","67.00239547038328","67.00239547038328","49.150696864111495","49.150696864111495","49.150696864111495","57.95949477351916","57.95949477351916","57.95949477351916","69.35975609756098","69.35975609756098","69.35975609756098"
"1900","68.83577522255193","68.83577522255193","68.83577522255193","62.69936943620178","62.69936943620178","62.69936943620178","67.28254821958457","67.28254821958457","67.28254821958457","49.26975148367953","49.26975148367953","49.26975148367953","58.167192136498514","58.167192136498514","58.167192136498514","69.589206231454","69.589206231454","69.589206231454"
"1950","68.91149870801034","68.91149870801034","68.91149870801034","62.7906976744186","62.7906976744186","62.7906976744186","67.43580426356588","67.43580426356588","67.43580426356588","49.44484819121447","49.44484819121447","49.44484819121447","58.252583979328165","58.252583979328165","58.252583979328165","69.63622416020672","69.63622416020672","69.63622416020672"
"2000","70.17663043478261","70.17663043478261","70.17663043478261","64.2493206521739","64.2493206521739","64.2493206521739","68.86888586956522","68.86888586956522","68.86888586956522","49.21875","49.21875","49.21875","59.171195652173914","59.171195652173914","59.171195652173914","70.5163043478261","70.5163043478261","70.5163043478261"
"2050","70.27180989583333","70.27180989583333","70.27180989583333","65.10416666666667","65.10416666666667","65.10416666666667","69.3359375","69.3359375","69.3359375","50.154622395833336","50.154622395833336","50.154622395833336","59.993489583333336","59.993489583333336","59.993489583333336","71.2158203125","71.2158203125","71.2158203125"
"2100","70.47838184931507","70.47838184931507","70.47838184931507","65.06314212328768","65.06314212328768","65.06314212328768","69.31185787671232","69.31185787671232","69.31185787671232","50.45483732876713","50.45483732876713","50.45483732876713","60.23116438356164","60.23116438356164","60.23116438356164","71.37735445205479","71.37735445205479","71.37735445205479"
"2150","70.58354591836735","70.58354591836735","70.58354591836735","64.87165178571429","64.87165178571429","64.87165178571429","69.36383928571429","69.36383928571429","69.36383928571429","50.41454081632653","50.41454081632653","50.41454081632653","60.11240433673469","60.11240433673469","60.11240433673469","71.28507653061224","71.28507653061224","71.28507653061224"
"2200","70.77299288617886","70.77299288617886","70.77299288617886","65.0025406504065","65.0025406504065","65.0025406504065","69.3629319105691","69.3629319105691","69.3629319105691","50.308053861788615","50.308053861788615","50.308053861788615","60.18483231707317","60.18483231707317","60.18483231707317","71.40180386178862","71.40180386178862","71.40180386178862"
"2250","70.75063344594595","70.75063344594595","70.75063344594595","65.1076858108108","65.1076858108108","65.1076858108108","69.42303631756756","69.42303631756756","69.42303631756756","50.335198479729726","50.335198479729726","50.335198479729726","60.24598817567568","60.24598817567568","60.24598817567568","71.58203125","71.58203125","71.58203125"
"2300","70.83408598265896","70.83408598265896","70.83408598265896","65.19598988439306","65.19598988439306","65.19598988439306","69.61705202312139","69.61705202312139","69.61705202312139","50.52384393063584","50.52384393063584","50.52384393063584","60.436235549132945","60.436235549132945","60.436235549132945","71.85693641618496","71.85693641618496","71.85693641618496"
"2350","68.75","68.75","68.75","65.15625","65.15625","65.15625","67.65625","67.65625","67.65625","48.90625","48.90625","48.90625","60.46875","60.46875","60.46875","71.25","71.25","71.25"
"2400","72.17329545454545","72.17329545454545","72.17329545454545","66.03693181818181","66.03693181818181","66.03693181818181","70.69602272727273","70.69602272727273","70.69602272727273","50.88068181818182","50.88068181818182","50.88068181818182","60.92329545454545","60.92329545454545","60.92329545454545","72.91193181818181","72.91193181818181","72.91193181818181"
"2450","72.24702380952381","72.24702380952381","72.24702380952381","66.48065476190476","66.48065476190476","66.48065476190476","71.13095238095238","71.13095238095238","71.13095238095238","51.42113095238095","51.42113095238095","51.42113095238095","61.458333333333336","61.458333333333336","61.458333333333336","73.08779761904762","73.08779761904762","73.08779761904762"
"2500","71.99092741935483","71.99092741935483","71.99092741935483","66.43145161290323","66.43145161290323","66.43145161290323","71.04838709677419","71.04838709677419","71.04838709677419","51.52217741935484","51.52217741935484","51.52217741935484","61.59778225806452","61.59778225806452","61.59778225806452","72.79737903225806","72.79737903225806","72.79737903225806"
"2550","72.40853658536585","72.40853658536585","72.40853658536585","66.95121951219512","66.95121951219512","66.95121951219512","71.46341463414635","71.46341463414635","71.46341463414635","51.65015243902439","51.65015243902439","51.65015243902439","61.89405487804878","61.89405487804878","61.89405487804878","73.12118902439025","73.12118902439025","73.12118902439025"
"2600","72.45710784313725","72.45710784313725","72.45710784313725","66.97916666666667","66.97916666666667","66.97916666666667","71.51041666666667","71.51041666666667","71.51041666666667","51.75857843137255","51.75857843137255","51.75857843137255","62.07414215686274","62.07414215686274","62.07414215686274","73.17401960784314","73.17401960784314","73.17401960784314"
"2650","72.45133196721312","72.45133196721312","72.45133196721312","67.04405737704919","67.04405737704919","67.04405737704919","71.49590163934427","71.49590163934427","71.49590163934427","51.80840163934426","51.80840163934426","51.80840163934426","62.16700819672131","62.16700819672131","62.16700819672131","73.17622950819673","73.17622950819673","73.17622950819673"
"2700","72.67385563380282","72.67385563380282","72.67385563380282","67.21390845070422","67.21390845070422","67.21390845070422","71.60211267605634","71.60211267605634","71.60211267605634","52.00044014084507","52.00044014084507","52.00044014084507","62.31073943661972","62.31073943661972","62.31073943661972","73.32526408450704","73.32526408450704","73.32526408450704"
"2750","75.33482142857143","75.33482142857143","75.33482142857143","69.97767857142857","69.97767857142857","69.97767857142857","72.37723214285714","72.37723214285714","72.37723214285714","53.236607142857146","53.236607142857146","53.236607142857146","64.62053571428571","64.62053571428571","64.62053571428571","74.66517857142857","74.66517857142857","74.66517857142857"
"2800","74.59716796875","74.59716796875","74.59716796875","68.6279296875","68.6279296875","68.6279296875","72.265625","72.265625","72.265625","52.9052734375","52.9052734375","52.9052734375","63.76953125","63.76953125","63.76953125","75.1220703125","75.1220703125","75.1220703125"
"2850","73.94462719298245","73.94462719298245","73.94462719298245","68.5032894736842","68.5032894736842","68.5032894736842","72.16968201754386","72.16968201754386","72.16968201754386","53.33059210526316","53.33059210526316","53.33059210526316","63.58963815789474","63.58963815789474","63.58963815789474","74.80126096491227","74.80126096491227","74.80126096491227"
"2900","73.60423018292683","73.60423018292683","73.60423018292683","68.44035823170732","68.44035823170732","68.44035823170732","72.21322408536585","72.21322408536585","72.21322408536585","53.02019817073171","53.02019817073171","53.02019817073171","63.405106707317074","63.405106707317074","63.405106707317074","74.58555640243902","74.58555640243902","74.58555640243902"
"2950","74.03986565420561","74.03986565420561","74.03986565420561","68.88142523364486","68.88142523364486","68.88142523364486","72.5832359813084","72.5832359813084","72.5832359813084","53.28198014018692","53.28198014018692","53.28198014018692","63.91282126168224","63.91282126168224","63.91282126168224","74.9452394859813","74.9452394859813","74.9452394859813"
"3000","74.26905776515152","74.26905776515152","74.26905776515152","68.99562026515152","68.99562026515152","68.99562026515152","72.81013257575758","72.81013257575758","72.81013257575758","53.290719696969695","53.290719696969695","53.290719696969695","64.03586647727273","64.03586647727273","64.03586647727273","75.0088778409091","75.0088778409091","75.0088778409091"
"3050","74.36056926751593","74.36056926751593","74.36056926751593","69.21277866242038","69.21277866242038","69.21277866242038","72.9423765923567","72.9423765923567","72.9423765923567","53.34892515923567","53.34892515923567","53.34892515923567","64.21178343949045","64.21178343949045","64.21178343949045","75.15177149681529","75.15177149681529","75.15177149681529"
"3100","74.15221497252747","74.15221497252747","74.15221497252747","69.02901785714286","69.02901785714286","69.02901785714286","72.92239010989012","72.92239010989012","72.92239010989012","53.30314217032967","53.30314217032967","53.30314217032967","64.22132554945055","64.22132554945055","64.22132554945055","75.08799793956044","75.08799793956044","75.08799793956044"
"3150","75.23777173913044","75.23777173913044","75.23777173913044","71.19565217391305","71.19565217391305","71.19565217391305","74.35461956521739","74.35461956521739","74.35461956521739","53.63451086956522","53.63451086956522","53.63451086956522","65.35326086956522","65.35326086956522","65.35326086956522","75.88315217391305","75.88315217391305","75.88315217391305"
"3200","75.90967465753425","75.90967465753425","75.90967465753425","71.75727739726027","71.75727739726027","71.75727739726027","74.77525684931507","74.77525684931507","74.77525684931507","54.30222602739726","54.30222602739726","54.30222602739726","66.11729452054794","66.11729452054794","66.11729452054794","76.78724315068493","76.78724315068493","76.78724315068493"
"3250","75.73043699186992","75.73043699186992","75.73043699186992","71.3478150406504","71.3478150406504","71.3478150406504","74.45376016260163","74.45376016260163","74.45376016260163","54.30640243902439","54.30640243902439","54.30640243902439","66.04420731707317","66.04420731707317","66.04420731707317","76.54344512195122","76.54344512195122","76.54344512195122"
"3300","75.55997109826589","75.55997109826589","75.55997109826589","70.9673049132948","70.9673049132948","70.9673049132948","74.05166184971098","74.05166184971098","74.05166184971098","53.879154624277454","53.879154624277454","53.879154624277454","65.89143786127168","65.89143786127168","65.89143786127168","76.63023843930635","76.63023843930635","76.63023843930635"
"3350","75.46594730941705","75.46594730941705","75.46594730941705","71.0762331838565","71.0762331838565","71.0762331838565","73.92096412556054","73.92096412556054","73.92096412556054","53.95529708520179","53.95529708520179","53.95529708520179","65.91227578475336","65.91227578475336","65.91227578475336","76.5554932735426","76.5554932735426","76.5554932735426"
"3400","75.61813186813187","75.61813186813187","75.61813186813187","70.99645146520146","70.99645146520146","70.99645146520146","74.01842948717949","74.01842948717949","74.01842948717949","53.96634615384615","53.96634615384615","53.96634615384615","65.99416208791209","65.99416208791209","65.99416208791209","76.6826923076923","76.6826923076923","76.6826923076923"
"3450","75.68208204334366","75.68208204334366","75.68208204334366","70.95830108359134","70.95830108359134","70.95830108359134","74.05911377708978","74.05911377708978","74.05911377708978","54.2110100619195","54.2110100619195","54.2110100619195","66.01441563467492","66.01441563467492","66.01441563467492","76.69553018575851","76.69553018575851","76.69553018575851"
"3500","75.67024128686327","75.67024128686327","75.67024128686327","70.86754356568365","70.86754356568365","70.86754356568365","74.08679624664879","74.08679624664879","74.08679624664879","54.2706936997319","54.2706936997319","54.2706936997319","65.98734919571045","65.98734919571045","65.98734919571045","76.58344504021447","76.58344504021447","76.58344504021447"
"3550","76.025390625","76.025390625","76.025390625","72.0458984375","72.0458984375","72.0458984375","74.5361328125","74.5361328125","74.5361328125","55.224609375","55.224609375","55.224609375","66.9677734375","66.9677734375","66.9677734375","77.3681640625","77.3681640625","77.3681640625"
"3600","76.5625","76.5625","76.5625","72.05602134146342","72.05602134146342","72.05602134146342","74.9904725609756","74.9904725609756","74.9904725609756","54.8780487804878","54.8780487804878","54.8780487804878","67.13986280487805","67.13986280487805","67.13986280487805","77.3532774390244","77.3532774390244","77.3532774390244"
"3650","76.76964962121212","76.76964962121212","76.76964962121212","72.54379734848484","72.54379734848484","72.54379734848484","74.95265151515152","74.95265151515152","74.95265151515152","55.03669507575758","55.03669507575758","55.03669507575758","67.32954545454545","67.32954545454545","67.32954545454545","77.46212121212122","77.46212121212122","77.46212121212122"
"3700","76.86298076923077","76.86298076923077","76.86298076923077","72.56610576923077","72.56610576923077","72.56610576923077","75.37774725274726","75.37774725274726","75.37774725274726","55.04378434065934","55.04378434065934","55.04378434065934","67.21754807692308","67.21754807692308","67.21754807692308","77.68286401098901","77.68286401098901","77.68286401098901"
"3750","76.52545797413794","76.52545797413794","76.52545797413794","72.35654633620689","72.35654633620689","72.35654633620689","75.14480064655173","75.14480064655173","75.14480064655173","54.896282327586206","54.896282327586206","54.896282327586206","67.15045797413794","67.15045797413794","67.15045797413794","77.55926724137932","77.55926724137932","77.55926724137932"
"3800","76.6123670212766","76.6123670212766","76.6123670212766","72.45678191489361","72.45678191489361","72.45678191489361","75.18561613475177","75.18561613475177","75.18561613475177","55.003324468085104","55.003324468085104","55.003324468085104","67.30385638297872","67.30385638297872","67.30385638297872","77.53767730496453","77.53767730496453","77.53767730496453"
"3850","76.67545180722891","76.67545180722891","76.67545180722891","72.50094126506023","72.50094126506023","72.50094126506023","75.26590737951807","75.26590737951807","75.26590737951807","55.04047439759036","55.04047439759036","55.04047439759036","67.23456325301204","67.23456325301204","67.23456325301204","77.550828313253","77.550828313253","77.550828313253"
"3900","76.64839659685863","76.64839659685863","76.64839659685863","72.50490837696336","72.50490837696336","72.50490837696336","75.15543193717278","75.15543193717278","75.15543193717278","54.9901832460733","54.9901832460733","54.9901832460733","67.21613219895288","67.21613219895288","67.21613219895288","77.39692408376963","77.39692408376963","77.39692408376963"
"3950","77.00076219512195","77.00076219512195","77.00076219512195","74.08536585365853","74.08536585365853","74.08536585365853","77.00076219512195","77.00076219512195","77.00076219512195","55.75457317073171","55.75457317073171","55.75457317073171","69.1501524390244","69.1501524390244","69.1501524390244","78.67759146341463","78.67759146341463","78.67759146341463"
"4000","77.18063186813187","77.18063186813187","77.18063186813187","73.18853021978022","73.18853021978022","73.18853021978022","75.55803571428571","75.55803571428571","75.55803571428571","55.082417582417584","55.082417582417584","55.082417582417584","68.00309065934066","68.00309065934066","68.00309065934066","78.67445054945055","78.67445054945055","78.67445054945055"
"4050","77.28834219858156","77.28834219858156","77.28834219858156","73.47628546099291","73.47628546099291","73.47628546099291","75.85882092198581","75.85882092198581","75.85882092198581","55.457668439716315","55.457668439716315","55.457668439716315","68.03523936170212","68.03523936170212","68.03523936170212","78.60704787234043","78.60704787234043","78.60704787234043"
"4100","77.27830497382199","77.27830497382199","77.27830497382199","73.52339659685863","73.52339659685863","73.52339659685863","76.01439790575917","76.01439790575917","76.01439790575917","55.41557591623037","55.41557591623037","55.41557591623037","67.97284031413612","67.97284031413612","67.97284031413612","78.35405759162303","78.35405759162303","78.35405759162303"
"4150","77.20759854771784","77.20759854771784","77.20759854771784","73.34997406639005","73.34997406639005","73.34997406639005","75.97899377593362","75.97899377593362","75.97899377593362","55.65028526970954","55.65028526970954","55.65028526970954","68.06275933609959","68.06275933609959","68.06275933609959","78.21900933609959","78.21900933609959","78.21900933609959"
"4200","77.30616408934708","77.30616408934708","77.30616408934708","73.32205756013745","73.32205756013745","73.32205756013745","75.89400773195877","75.89400773195877","75.89400773195877","55.58687714776632","55.58687714776632","55.58687714776632","68.07345360824742","68.07345360824742","68.07345360824742","78.33172250859107","78.33172250859107","78.33172250859107"
"4250","77.25898093841643","77.25898093841643","77.25898093841643","73.28399926686217","73.28399926686217","73.28399926686217","75.85685483870968","75.85685483870968","75.85685483870968","55.57184750733138","55.57184750733138","55.57184750733138","68.01228005865103","68.01228005865103","68.01228005865103","78.21206011730206","78.21206011730206","78.21206011730206"
