"Step","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1__MIN","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/acc1__MAX","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1__MIN","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/acc1__MAX","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1__MIN","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/acc1__MAX","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1__MIN","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/acc1__MAX","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1__MIN","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/acc1__MAX","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1__MIN","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/acc1__MAX"
"33050","88.59450483091787","88.59450483091787","88.59450483091787","87.14145531400966","87.14145531400966","87.14145531400966","86.74894323671498","86.74894323671498","86.74894323671498","31.412288647342994","31.412288647342994","31.412288647342994","79.3100845410628","79.3100845410628","79.3100845410628","90.4098731884058","90.4098731884058","90.4098731884058"
"33100","88.55483949416342","88.55483949416342","88.55483949416342","87.17777237354086","87.17777237354086","87.17777237354086","86.76130836575875","86.76130836575875","86.76130836575875","31.535749027237355","31.535749027237355","31.535749027237355","79.31055447470817","79.31055447470817","79.31055447470817","90.44260700389106","90.44260700389106","90.44260700389106"
"33150","88.57390065146579","88.57390065146579","88.57390065146579","87.21498371335505","87.21498371335505","87.21498371335505","86.89179560260587","86.89179560260587","86.89179560260587","31.333978013029316","31.333978013029316","31.333978013029316","79.37449104234528","79.37449104234528","79.37449104234528","90.45449918566776","90.45449918566776","90.45449918566776"
"33200","88.55260854341736","88.55260854341736","88.55260854341736","87.10828081232494","87.10828081232494","87.10828081232494","86.81285014005603","86.81285014005603","86.81285014005603","31.14276960784314","31.14276960784314","31.14276960784314","79.23888305322129","79.23888305322129","79.23888305322129","90.36677170868347","90.36677170868347","90.36677170868347"
"33250","90.087890625","90.087890625","90.087890625","86.083984375","86.083984375","86.083984375","87.20703125","87.20703125","87.20703125","30.126953125","30.126953125","30.126953125","79.150390625","79.150390625","79.150390625","90.13671875","90.13671875","90.13671875"
"33300","89.52414772727273","89.52414772727273","89.52414772727273","86.96732954545455","86.96732954545455","86.96732954545455","87.57102272727273","87.57102272727273","87.57102272727273","30.97774621212121","30.97774621212121","30.97774621212121","79.87689393939394","79.87689393939394","79.87689393939394","90.61316287878788","90.61316287878788","90.61316287878788"
"33350","88.70554956896552","88.70554956896552","88.70554956896552","87.00161637931035","87.00161637931035","87.00161637931035","87.3046875","87.3046875","87.3046875","31.03448275862069","31.03448275862069","31.03448275862069","79.55953663793103","79.55953663793103","79.55953663793103","90.54418103448276","90.54418103448276","90.54418103448276"
"33400","88.49774096385542","88.49774096385542","88.49774096385542","87.04819277108433","87.04819277108433","87.04819277108433","87.02466114457832","87.02466114457832","87.02466114457832","31.02409638554217","31.02409638554217","31.02409638554217","79.5933734939759","79.5933734939759","79.5933734939759","90.4273343373494","90.4273343373494","90.4273343373494"
"33450","88.41145833333333","88.41145833333333","88.41145833333333","87.01533564814815","87.01533564814815","87.01533564814815","86.91044560185185","86.91044560185185","86.91044560185185","31.0546875","31.0546875","31.0546875","79.76707175925925","79.76707175925925","79.76707175925925","90.39713541666667","90.39713541666667","90.39713541666667"
"33500","88.46921992481202","88.46921992481202","88.46921992481202","86.99483082706767","86.99483082706767","86.99483082706767","86.99483082706767","86.99483082706767","86.99483082706767","31.132518796992482","31.132518796992482","31.132518796992482","79.67281484962406","79.67281484962406","79.67281484962406","90.38710056390977","90.38710056390977","90.38710056390977"
"33550","88.50870253164557","88.50870253164557","88.50870253164557","87.03520569620254","87.03520569620254","87.03520569620254","87.04262262658227","87.04262262658227","87.04262262658227","31.188192246835442","31.188192246835442","31.188192246835442","79.84325553797468","79.84325553797468","79.84325553797468","90.34810126582279","90.34810126582279","90.34810126582279"
"33600","88.37943989071039","88.37943989071039","88.37943989071039","86.90872609289617","86.90872609289617","86.90872609289617","86.92366803278688","86.92366803278688","86.92366803278688","31.32044057377049","31.32044057377049","31.32044057377049","79.76861338797814","79.76861338797814","79.76861338797814","90.36031420765028","90.36031420765028","90.36031420765028"
"33650","87.28125","87.28125","87.28125","86.4375","86.4375","86.4375","86.53125","86.53125","86.53125","32.625","32.625","32.625","78.3125","78.3125","78.3125","89.96875","89.96875","89.96875"
"33700","88.80208333333333","88.80208333333333","88.80208333333333","87.66666666666667","87.66666666666667","87.66666666666667","87.21875","87.21875","87.21875","32.541666666666664","32.541666666666664","32.541666666666664","79.96875","79.96875","79.96875","90.47916666666667","90.47916666666667","90.47916666666667"
"33750","88.80625","88.80625","88.80625","87.4","87.4","87.4","87","87","87","31.675","31.675","31.675","79.8125","79.8125","79.8125","90.41875","90.41875","90.41875"
"33800","88.79464285714286","88.79464285714286","88.79464285714286","87.19642857142857","87.19642857142857","87.19642857142857","86.92857142857143","86.92857142857143","86.92857142857143","31.709821428571427","31.709821428571427","31.709821428571427","79.9375","79.9375","79.9375","90.5625","90.5625","90.5625"
"33850","88.90625","88.90625","88.90625","87.39583333333333","87.39583333333333","87.39583333333333","86.82986111111111","86.82986111111111","86.82986111111111","31.711805555555557","31.711805555555557","31.711805555555557","80.06944444444444","80.06944444444444","80.06944444444444","90.6875","90.6875","90.6875"
"33900","88.65625","88.65625","88.65625","87.25","87.25","87.25","86.59943181818181","86.59943181818181","86.59943181818181","31.670454545454547","31.670454545454547","31.670454545454547","80.04829545454545","80.04829545454545","80.04829545454545","90.41761363636364","90.41761363636364","90.41761363636364"
"33950","88.64663461538461","88.64663461538461","88.64663461538461","87.12740384615384","87.12740384615384","87.12740384615384","86.5360576923077","86.5360576923077","86.5360576923077","31.829326923076923","31.829326923076923","31.829326923076923","79.8485576923077","79.8485576923077","79.8485576923077","90.27163461538461","90.27163461538461","90.27163461538461"
"34000","88.57916666666667","88.57916666666667","88.57916666666667","87.03958333333334","87.03958333333334","87.03958333333334","86.49375","86.49375","86.49375","31.84375","31.84375","31.84375","79.68958333333333","79.68958333333333","79.68958333333333","90.17291666666667","90.17291666666667","90.17291666666667"
"34050","88.90165441176471","88.90165441176471","88.90165441176471","87.93658088235294","87.93658088235294","87.93658088235294","88.02849264705883","88.02849264705883","88.02849264705883","33.22610294117647","33.22610294117647","33.22610294117647","81.04319852941177","81.04319852941177","81.04319852941177","90.83180147058823","90.83180147058823","90.83180147058823"
"34100","88.83928571428571","88.83928571428571","88.83928571428571","87.48139880952381","87.48139880952381","87.48139880952381","87.22098214285714","87.22098214285714","87.22098214285714","31.938244047619047","31.938244047619047","31.938244047619047","80.2827380952381","80.2827380952381","80.2827380952381","90.99702380952381","90.99702380952381","90.99702380952381"
"34150","88.98670708955224","88.98670708955224","88.98670708955224","87.58745335820896","87.58745335820896","87.58745335820896","87.29594216417911","87.29594216417911","87.29594216417911","31.78055037313433","31.78055037313433","31.78055037313433","80.14808768656717","80.14808768656717","80.14808768656717","91.06809701492537","91.06809701492537","91.06809701492537"
"34200","88.8756793478261","88.8756793478261","88.8756793478261","87.5084918478261","87.5084918478261","87.5084918478261","87.40658967391305","87.40658967391305","87.40658967391305","31.82319972826087","31.82319972826087","31.82319972826087","80.11209239130434","80.11209239130434","80.11209239130434","90.90523097826087","90.90523097826087","90.90523097826087"
"34250","88.9556623931624","88.9556623931624","88.9556623931624","87.48330662393163","87.48330662393163","87.48330662393163","87.32305021367522","87.32305021367522","87.32305021367522","31.817574786324787","31.817574786324787","31.817574786324787","80.21501068376068","80.21501068376068","80.21501068376068","90.78859508547009","90.78859508547009","90.78859508547009"
"34300","88.88644366197182","88.88644366197182","88.88644366197182","87.28268045774648","87.28268045774648","87.28268045774648","87.23041373239437","87.23041373239437","87.23041373239437","31.85244278169014","31.85244278169014","31.85244278169014","80.13864436619718","80.13864436619718","80.13864436619718","90.63325264084507","90.63325264084507","90.63325264084507"
"34350","88.83561002994011","88.83561002994011","88.83561002994011","87.17019086826348","87.17019086826348","87.17019086826348","87.21697230538922","87.21697230538922","87.21697230538922","31.85815868263473","31.85815868263473","31.85815868263473","80.02666541916167","80.02666541916167","80.02666541916167","90.55014970059881","90.55014970059881","90.55014970059881"
"34400","88.74308268229167","88.74308268229167","88.74308268229167","87.225341796875","87.225341796875","87.225341796875","87.127685546875","87.127685546875","87.127685546875","31.79931640625","31.79931640625","31.79931640625","79.96622721354167","79.96622721354167","79.96622721354167","90.521240234375","90.521240234375","90.521240234375"
"34450","89.55305232558139","89.55305232558139","89.55305232558139","87.40915697674419","87.40915697674419","87.40915697674419","87.84520348837209","87.84520348837209","87.84520348837209","32.721656976744185","32.721656976744185","32.721656976744185","80.54142441860465","80.54142441860465","80.54142441860465","91.07921511627907","91.07921511627907","91.07921511627907"
"34500","89.32291666666667","89.32291666666667","89.32291666666667","87.54200268817205","87.54200268817205","87.54200268817205","87.77721774193549","87.77721774193549","87.77721774193549","32.26646505376344","32.26646505376344","32.26646505376344","80.8551747311828","80.8551747311828","80.8551747311828","91.18783602150538","91.18783602150538","91.18783602150538"
"34550","89.24825174825175","89.24825174825175","89.24825174825175","87.53824300699301","87.53824300699301","87.53824300699301","87.60380244755245","87.60380244755245","87.60380244755245","32.05856643356643","32.05856643356643","32.05856643356643","80.64903846153847","80.64903846153847","80.64903846153847","91.2423513986014","91.2423513986014","91.2423513986014"
"34600","89.06654792746114","89.06654792746114","89.06654792746114","87.3380829015544","87.3380829015544","87.3380829015544","87.19640544041451","87.19640544041451","87.19640544041451","31.905764248704664","31.905764248704664","31.905764248704664","80.21373056994818","80.21373056994818","80.21373056994818","91.18766191709845","91.18766191709845","91.18766191709845"
"34650","89.01427469135803","89.01427469135803","89.01427469135803","87.31352880658436","87.31352880658436","87.31352880658436","87.04989711934157","87.04989711934157","87.04989711934157","31.722608024691358","31.722608024691358","31.722608024691358","80.13117283950618","80.13117283950618","80.13117283950618","90.92721193415638","90.92721193415638","90.92721193415638"
"34700","88.80652730375427","88.80652730375427","88.80652730375427","87.21203071672355","87.21203071672355","87.21203071672355","86.93472696245733","86.93472696245733","86.93472696245733","31.687286689419796","31.687286689419796","31.687286689419796","80.01546501706484","80.01546501706484","80.01546501706484","90.77698378839591","90.77698378839591","90.77698378839591"
"34750","88.81195335276968","88.81195335276968","88.81195335276968","87.01712827988338","87.01712827988338","87.01712827988338","86.92829810495627","86.92829810495627","86.92829810495627","31.73514941690962","31.73514941690962","31.73514941690962","79.88565962099125","79.88565962099125","79.88565962099125","90.70927478134111","90.70927478134111","90.70927478134111"
"34800","89.84375","89.84375","89.84375","89.0625","89.0625","89.0625","87.890625","87.890625","87.890625","32.421875","32.421875","32.421875","80.859375","80.859375","80.859375","93.359375","93.359375","93.359375"
"34850","88.05588942307692","88.05588942307692","88.05588942307692","87.07932692307692","87.07932692307692","87.07932692307692","86.67367788461539","86.67367788461539","86.67367788461539","30.739182692307693","30.739182692307693","30.739182692307693","79.47716346153847","79.47716346153847","79.47716346153847","89.93389423076923","89.93389423076923","89.93389423076923"
"34900","88.54166666666667","88.54166666666667","88.54166666666667","87.12469362745098","87.12469362745098","87.12469362745098","86.97916666666667","86.97916666666667","86.97916666666667","31.012561274509803","31.012561274509803","31.012561274509803","80.08578431372548","80.08578431372548","80.08578431372548","90.03523284313725","90.03523284313725","90.03523284313725"
"34950","88.6256167763158","88.6256167763158","88.6256167763158","87.04255756578948","87.04255756578948","87.04255756578948","87.02713815789474","87.02713815789474","87.02713815789474","31.01870888157895","31.01870888157895","31.01870888157895","79.98560855263158","79.98560855263158","79.98560855263158","90.35773026315789","90.35773026315789","90.35773026315789"
"35000","88.60612623762377","88.60612623762377","88.60612623762377","86.96240717821782","86.96240717821782","86.96240717821782","86.94693688118812","86.94693688118812","86.94693688118812","31.265470297029704","31.265470297029704","31.265470297029704","79.80352722772277","79.80352722772277","79.80352722772277","90.4586943069307","90.4586943069307","90.4586943069307"
"35050","88.55406746031746","88.55406746031746","88.55406746031746","86.83345734126983","86.83345734126983","86.83345734126983","86.86135912698413","86.86135912698413","86.86135912698413","31.324404761904763","31.324404761904763","31.324404761904763","79.74020337301587","79.74020337301587","79.74020337301587","90.40178571428571","90.40178571428571","90.40178571428571"
"35100","88.55546357615894","88.55546357615894","88.55546357615894","86.79118377483444","86.79118377483444","86.79118377483444","86.93087748344371","86.93087748344371","86.93087748344371","31.30691225165563","31.30691225165563","31.30691225165563","79.60989238410596","79.60989238410596","79.60989238410596","90.35596026490066","90.35596026490066","90.35596026490066"
"35150","88.62748579545455","88.62748579545455","88.62748579545455","86.83416193181819","86.83416193181819","86.83416193181819","86.9540127840909","86.9540127840909","86.9540127840909","31.256658380681817","31.256658380681817","31.256658380681817","79.70747514204545","79.70747514204545","79.70747514204545","90.380859375","90.380859375","90.380859375"
"35200","89.63068181818181","89.63068181818181","89.63068181818181","88.13920454545455","88.13920454545455","88.13920454545455","86.71875","86.71875","86.71875","30.397727272727273","30.397727272727273","30.397727272727273","80.68181818181819","80.68181818181819","80.68181818181819","91.40625","91.40625","91.40625"
"35250","89.48514344262296","89.48514344262296","89.48514344262296","87.85860655737704","87.85860655737704","87.85860655737704","87.14139344262296","87.14139344262296","87.14139344262296","31.582991803278688","31.582991803278688","31.582991803278688","80.27663934426229","80.27663934426229","80.27663934426229","90.58657786885246","90.58657786885246","90.58657786885246"
"35300","89.30884009009009","89.30884009009009","89.30884009009009","87.82376126126127","87.82376126126127","87.82376126126127","86.99324324324324","86.99324324324324","86.99324324324324","31.21480855855856","31.21480855855856","31.21480855855856","80.30686936936937","80.30686936936937","80.30686936936937","90.4490427927928","90.4490427927928","90.4490427927928"
"35350","89.17895962732919","89.17895962732919","89.17895962732919","87.68924689440993","87.68924689440993","87.68924689440993","87.25737577639751","87.25737577639751","87.25737577639751","31.56541149068323","31.56541149068323","31.56541149068323","80.36684782608695","80.36684782608695","80.36684782608695","90.4600155279503","90.4600155279503","90.4600155279503"
"35400","89.11063388625593","89.11063388625593","89.11063388625593","87.69994075829383","87.69994075829383","87.69994075829383","87.36300355450237","87.36300355450237","87.36300355450237","31.557316350710902","31.557316350710902","31.557316350710902","80.08367890995261","80.08367890995261","80.08367890995261","90.52132701421802","90.52132701421802","90.52132701421802"
"35450","89.09542624521073","89.09542624521073","89.09542624521073","87.57183908045977","87.57183908045977","87.57183908045977","87.41020114942529","87.41020114942529","87.41020114942529","31.64810823754789","31.64810823754789","31.64810823754789","79.87009099616859","79.87009099616859","79.87009099616859","90.40648946360153","90.40648946360153","90.40648946360153"
"35500","89.08762057877813","89.08762057877813","89.08762057877813","87.51256028938907","87.51256028938907","87.51256028938907","87.39700562700965","87.39700562700965","87.39700562700965","31.661977491961416","31.661977491961416","31.661977491961416","79.7804461414791","79.7804461414791","79.7804461414791","90.4190112540193","90.4190112540193","90.4190112540193"
"35550","88.95645775623268","88.95645775623268","88.95645775623268","87.35067520775624","87.35067520775624","87.35067520775624","87.38746537396122","87.38746537396122","87.38746537396122","31.613573407202217","31.613573407202217","31.613573407202217","79.69615650969529","79.69615650969529","79.69615650969529","90.31985803324099","90.31985803324099","90.31985803324099"
"35600","88.203125","88.203125","88.203125","87.3046875","87.3046875","87.3046875","86.71875","86.71875","86.71875","33.125","33.125","33.125","78.6328125","78.6328125","78.6328125","90.703125","90.703125","90.703125"
"35650","88.76116071428571","88.76116071428571","88.76116071428571","87.41071428571429","87.41071428571429","87.41071428571429","87.54464285714286","87.54464285714286","87.54464285714286","31.997767857142858","31.997767857142858","31.997767857142858","79.48660714285714","79.48660714285714","79.48660714285714","90.87053571428571","90.87053571428571","90.87053571428571"
"35700","88.60026041666667","88.60026041666667","88.60026041666667","87.44791666666667","87.44791666666667","87.44791666666667","87.578125","87.578125","87.578125","31.380208333333332","31.380208333333332","31.380208333333332","79.59635416666667","79.59635416666667","79.59635416666667","90.86588541666667","90.86588541666667","90.86588541666667"
"35750","88.55238970588235","88.55238970588235","88.55238970588235","87.52297794117646","87.52297794117646","87.52297794117646","87.47242647058823","87.47242647058823","87.47242647058823","31.58547794117647","31.58547794117647","31.58547794117647","79.65992647058823","79.65992647058823","79.65992647058823","90.80422794117646","90.80422794117646","90.80422794117646"
"35800","88.6434659090909","88.6434659090909","88.6434659090909","87.54616477272727","87.54616477272727","87.54616477272727","87.24431818181819","87.24431818181819","87.24431818181819","31.843039772727273","31.843039772727273","31.843039772727273","79.9112215909091","79.9112215909091","79.9112215909091","90.66761363636364","90.66761363636364","90.66761363636364"
"35850","88.57638888888889","88.57638888888889","88.57638888888889","87.41319444444444","87.41319444444444","87.41319444444444","87.22800925925925","87.22800925925925","87.22800925925925","32.00231481481482","32.00231481481482","32.00231481481482","79.80034722222223","79.80034722222223","79.80034722222223","90.61631944444444","90.61631944444444","90.61631944444444"
"35900","88.53515625","88.53515625","88.53515625","87.32666015625","87.32666015625","87.32666015625","87.12646484375","87.12646484375","87.12646484375","31.9384765625","31.9384765625","31.9384765625","79.7509765625","79.7509765625","79.7509765625","90.6005859375","90.6005859375","90.6005859375"
"35950","88.59797297297297","88.59797297297297","88.59797297297297","87.30152027027027","87.30152027027027","87.30152027027027","87.09037162162163","87.09037162162163","87.09037162162163","32.073479729729726","32.073479729729726","32.073479729729726","79.80996621621621","79.80996621621621","79.80996621621621","90.60388513513513","90.60388513513513","90.60388513513513"
"36000","89.60129310344827","89.60129310344827","89.60129310344827","87.41918103448276","87.41918103448276","87.41918103448276","87.66163793103448","87.66163793103448","87.66163793103448","32.13900862068966","32.13900862068966","32.13900862068966","81.16918103448276","81.16918103448276","81.16918103448276","90.46336206896552","90.46336206896552","90.46336206896552"
"36050","89.39873417721519","89.39873417721519","89.39873417721519","87.47033227848101","87.47033227848101","87.47033227848101","87.58900316455696","87.58900316455696","87.58900316455696","31.556566455696203","31.556566455696203","31.556566455696203","81.00276898734177","81.00276898734177","81.00276898734177","91.04034810126582","91.04034810126582","91.04034810126582"
"36100","89.22601744186046","89.22601744186046","89.22601744186046","87.63323643410853","87.63323643410853","87.63323643410853","87.87548449612403","87.87548449612403","87.87548449612403","31.9343507751938","31.9343507751938","31.9343507751938","80.77761627906976","80.77761627906976","80.77761627906976","91.12766472868218","91.12766472868218","91.12766472868218"
"36150","88.97084497206704","88.97084497206704","88.97084497206704","87.6483938547486","87.6483938547486","87.6483938547486","87.7356843575419","87.7356843575419","87.7356843575419","31.59479748603352","31.59479748603352","31.59479748603352","80.52548882681565","80.52548882681565","80.52548882681565","90.87814245810056","90.87814245810056","90.87814245810056"
"36200","89.00791484716157","89.00791484716157","89.00791484716157","87.52046943231441","87.52046943231441","87.52046943231441","87.65352074235808","87.65352074235808","87.65352074235808","31.359170305676855","31.359170305676855","31.359170305676855","80.42781113537117","80.42781113537117","80.42781113537117","90.90474890829694","90.90474890829694","90.90474890829694"
"36250","88.91129032258064","88.91129032258064","88.91129032258064","87.42999551971326","87.42999551971326","87.42999551971326","87.43839605734767","87.43839605734767","87.43839605734767","31.30880376344086","31.30880376344086","31.30880376344086","80.34274193548387","80.34274193548387","80.34274193548387","90.71180555555556","90.71180555555556","90.71180555555556"
"36300","88.98176291793312","88.98176291793312","88.98176291793312","87.38839285714286","87.38839285714286","87.38839285714286","87.26728723404256","87.26728723404256","87.26728723404256","31.397226443768997","31.397226443768997","31.397226443768997","80.17904635258358","80.17904635258358","80.17904635258358","90.81259498480243","90.81259498480243","90.81259498480243"
"36350","88.94706464379948","88.94706464379948","88.94706464379948","87.41960751978891","87.41960751978891","87.41960751978891","87.19492084432717","87.19492084432717","87.19492084432717","31.43552110817942","31.43552110817942","31.43552110817942","80.1162598944591","80.1162598944591","80.1162598944591","90.80845976253298","90.80845976253298","90.80845976253298"
"36400","89.57648026315789","89.57648026315789","89.57648026315789","87.60279605263158","87.60279605263158","87.60279605263158","87.12993421052632","87.12993421052632","87.12993421052632","32.6891447368421","32.6891447368421","32.6891447368421","80.65378289473684","80.65378289473684","80.65378289473684","91.015625","91.015625","91.015625"
"36450","88.8760653409091","88.8760653409091","88.8760653409091","87.6864346590909","87.6864346590909","87.6864346590909","86.87855113636364","86.87855113636364","86.87855113636364","31.92471590909091","31.92471590909091","31.92471590909091","79.82066761363636","79.82066761363636","79.82066761363636","90.75816761363636","90.75816761363636","90.75816761363636"
"36500","89.22667572463769","89.22667572463769","89.22667572463769","87.6754981884058","87.6754981884058","87.6754981884058","87.3245018115942","87.3245018115942","87.3245018115942","32.297327898550726","32.297327898550726","32.297327898550726","80.12907608695652","80.12907608695652","80.12907608695652","90.9476902173913","90.9476902173913","90.9476902173913"
"36550","89.00432180851064","89.00432180851064","89.00432180851064","87.48337765957447","87.48337765957447","87.48337765957447","87.20079787234043","87.20079787234043","87.20079787234043","32.155917553191486","32.155917553191486","32.155917553191486","80.14461436170212","80.14461436170212","80.14461436170212","90.9200465425532","90.9200465425532","90.9200465425532"
"36600","88.84913340336135","88.84913340336135","88.84913340336135","87.3719800420168","87.3719800420168","87.3719800420168","87.08311449579831","87.08311449579831","87.08311449579831","32.00170693277311","32.00170693277311","32.00170693277311","79.93697478991596","79.93697478991596","79.93697478991596","90.93684348739495","90.93684348739495","90.93684348739495"
"36650","88.88617621527777","88.88617621527777","88.88617621527777","87.36707899305556","87.36707899305556","87.36707899305556","87.1826171875","87.1826171875","87.1826171875","31.844075520833332","31.844075520833332","31.844075520833332","79.78786892361111","79.78786892361111","79.78786892361111","90.85015190972223","90.85015190972223","90.85015190972223"
"36700","88.73890532544378","88.73890532544378","88.73890532544378","87.31277736686391","87.31277736686391","87.31277736686391","87.04234467455622","87.04234467455622","87.04234467455622","31.91568047337278","31.91568047337278","31.91568047337278","79.72448224852072","79.72448224852072","79.72448224852072","90.77292899408285","90.77292899408285","90.77292899408285"
"36750","88.671875","88.671875","88.671875","87.3973099226804","87.3973099226804","87.3973099226804","86.97849548969072","86.97849548969072","86.97849548969072","31.7553962628866","31.7553962628866","31.7553962628866","79.73381121134021","79.73381121134021","79.73381121134021","90.66728414948453","90.66728414948453","90.66728414948453"
"36800","89.12898936170212","89.12898936170212","89.12898936170212","87.73271276595744","87.73271276595744","87.73271276595744","87.43351063829788","87.43351063829788","87.43351063829788","30.950797872340427","30.950797872340427","30.950797872340427","80.21941489361703","80.21941489361703","80.21941489361703","91.73869680851064","91.73869680851064","91.73869680851064"
"36850","89.31217783505154","89.31217783505154","89.31217783505154","87.6610824742268","87.6610824742268","87.6610824742268","87.49194587628865","87.49194587628865","87.49194587628865","31.21778350515464","31.21778350515464","31.21778350515464","79.75193298969072","79.75193298969072","79.75193298969072","91.43846649484536","91.43846649484536","91.43846649484536"
"36900","89.14753401360544","89.14753401360544","89.14753401360544","87.67538265306122","87.67538265306122","87.67538265306122","87.24489795918367","87.24489795918367","87.24489795918367","31.111819727891156","31.111819727891156","31.111819727891156","79.7672193877551","79.7672193877551","79.7672193877551","91.47534013605443","91.47534013605443","91.47534013605443"
"36950","88.98715101522842","88.98715101522842","88.98715101522842","87.51586294416244","87.51586294416244","87.51586294416244","87.13911802030456","87.13911802030456","87.13911802030456","31.52760152284264","31.52760152284264","31.52760152284264","79.77078045685279","79.77078045685279","79.77078045685279","91.4459073604061","91.4459073604061","91.4459073604061"
"37000","89.0878036437247","89.0878036437247","89.0878036437247","87.48734817813765","87.48734817813765","87.48734817813765","87.04137145748987","87.04137145748987","87.04137145748987","31.41131072874494","31.41131072874494","31.41131072874494","79.73494433198381","79.73494433198381","79.73494433198381","91.29554655870446","91.29554655870446","91.29554655870446"
"37050","89.07828282828282","89.07828282828282","89.07828282828282","87.4631734006734","87.4631734006734","87.4631734006734","87.0949074074074","87.0949074074074","87.0949074074074","31.465698653198654","31.465698653198654","31.465698653198654","79.87689393939394","79.87689393939394","79.87689393939394","91.11163720538721","91.11163720538721","91.11163720538721"
"37100","89.1795749279539","89.1795749279539","89.1795749279539","87.45497118155619","87.45497118155619","87.45497118155619","87.11050072046109","87.11050072046109","87.11050072046109","31.47289265129683","31.47289265129683","31.47289265129683","79.84735230547551","79.84735230547551","79.84735230547551","91.06628242074927","91.06628242074927","91.06628242074927"
"37150","89.0625","89.0625","89.0625","86.84895833333333","86.84895833333333","86.84895833333333","88.671875","88.671875","88.671875","32.291666666666664","32.291666666666664","32.291666666666664","81.38020833333333","81.38020833333333","81.38020833333333","90.88541666666667","90.88541666666667","90.88541666666667"
"37200","89.41127232142857","89.41127232142857","89.41127232142857","87.96037946428571","87.96037946428571","87.96037946428571","88.01618303571429","88.01618303571429","88.01618303571429","32.017299107142854","32.017299107142854","32.017299107142854","79.93861607142857","79.93861607142857","79.93861607142857","91.18303571428571","91.18303571428571","91.18303571428571"
"37250","88.96668632075472","88.96668632075472","88.96668632075472","87.38207547169812","87.38207547169812","87.38207547169812","87.63266509433963","87.63266509433963","87.63266509433963","31.338443396226417","31.338443396226417","31.338443396226417","79.94545990566037","79.94545990566037","79.94545990566037","91.02299528301887","91.02299528301887","91.02299528301887"
"37300","88.81209935897436","88.81209935897436","88.81209935897436","87.52504006410257","87.52504006410257","87.52504006410257","87.65024038461539","87.65024038461539","87.65024038461539","31.590544871794872","31.590544871794872","31.590544871794872","79.89783653846153","79.89783653846153","79.89783653846153","91.05068108974359","91.05068108974359","91.05068108974359"
"37350","88.82357402912622","88.82357402912622","88.82357402912622","87.54550970873787","87.54550970873787","87.54550970873787","87.49241504854369","87.49241504854369","87.49241504854369","31.86817354368932","31.86817354368932","31.86817354368932","79.97952063106796","79.97952063106796","79.97952063106796","91.11422936893204","91.11422936893204","91.11422936893204"
"37400","88.812255859375","88.812255859375","88.812255859375","87.591552734375","87.591552734375","87.591552734375","87.4542236328125","87.4542236328125","87.4542236328125","31.732177734375","31.732177734375","31.732177734375","79.974365234375","79.974365234375","79.974365234375","90.9454345703125","90.9454345703125","90.9454345703125"
"37450","88.69229983660131","88.69229983660131","88.69229983660131","87.47191584967321","87.47191584967321","87.47191584967321","87.33404820261438","87.33404820261438","87.33404820261438","31.57424428104575","31.57424428104575","31.57424428104575","79.95812908496733","79.95812908496733","79.95812908496733","90.79350490196079","90.79350490196079","90.79350490196079"
"37500","88.72893258426966","88.72893258426966","88.72893258426966","87.44733146067416","87.44733146067416","87.44733146067416","87.26957514044943","87.26957514044943","87.26957514044943","31.612096207865168","31.612096207865168","31.612096207865168","79.88061797752809","79.88061797752809","79.88061797752809","90.87956460674157","90.87956460674157","90.87956460674157"
"37550","89.11458333333333","89.11458333333333","89.11458333333333","87.55208333333333","87.55208333333333","87.55208333333333","88.64583333333333","88.64583333333333","88.64583333333333","31.197916666666668","31.197916666666668","31.197916666666668","81.19791666666667","81.19791666666667","81.19791666666667","91.09375","91.09375","91.09375"
"37600","89.62740384615384","89.62740384615384","89.62740384615384","87.9326923076923","87.9326923076923","87.9326923076923","87.90865384615384","87.90865384615384","87.90865384615384","31.27403846153846","31.27403846153846","31.27403846153846","80.28846153846153","80.28846153846153","80.28846153846153","90.8173076923077","90.8173076923077","90.8173076923077"
