"Step","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss__MIN","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss__MAX","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss__MIN","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss__MAX","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss__MIN","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss__MAX","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss__MIN","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss__MAX","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss__MIN","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss__MAX","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss__MIN","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss__MAX"
"15400","0.39656681851728964","0.39656681851728964","0.39656681851728964","0.46185966973242004","0.46185966973242004","0.46185966973242004","0.4556414990832931","0.4556414990832931","0.4556414990832931","1.5124978117252652","1.5124978117252652","1.5124978117252652","0.6212725288381702","0.6212725288381702","0.6212725288381702","0.37109861866031824","0.37109861866031824","0.37109861866031824"
"15450","0.39795445842613086","0.39795445842613086","0.39795445842613086","0.46449294538781194","0.46449294538781194","0.46449294538781194","0.45622793946525836","0.45622793946525836","0.45622793946525836","1.511333698683446","1.511333698683446","1.511333698683446","0.6266702993376421","0.6266702993376421","0.6266702993376421","0.3687336114373538","0.3687336114373538","0.3687336114373538"
"15500","0.40097219975931303","0.40097219975931303","0.40097219975931303","0.46336246329167535","0.46336246329167535","0.46336246329167535","0.45692287255374214","0.45692287255374214","0.45692287255374214","1.5160742666986253","1.5160742666986253","1.5160742666986253","0.6286256619625621","0.6286256619625621","0.6286256619625621","0.37046467418235446","0.37046467418235446","0.37046467418235446"
"15550","0.4024320892644244","0.4024320892644244","0.4024320892644244","0.4634882993256019","0.4634882993256019","0.4634882993256019","0.45409599341304097","0.45409599341304097","0.45409599341304097","1.5140905877612285","1.5140905877612285","1.5140905877612285","0.6278143926764166","0.6278143926764166","0.6278143926764166","0.3696560101793302","0.3696560101793302","0.3696560101793302"
"15600","0.4079731576229361","0.4079731576229361","0.4079731576229361","0.4679669718342749","0.4679669718342749","0.4679669718342749","0.45915045377544383","0.45915045377544383","0.45915045377544383","1.5157658789645543","1.5157658789645543","1.5157658789645543","0.6326160033826124","0.6326160033826124","0.6326160033826124","0.37168126201934437","0.37168126201934437","0.37168126201934437"
"15650","0.399305907162753","0.399305907162753","0.399305907162753","0.4711168652231043","0.4711168652231043","0.4711168652231043","0.4612814756956967","0.4612814756956967","0.4612814756956967","1.5121593150225552","1.5121593150225552","1.5121593150225552","0.629199667410417","0.629199667410417","0.629199667410417","0.3548856431787664","0.3548856431787664","0.3548856431787664"
"15700","0.3855394149412874","0.3855394149412874","0.3855394149412874","0.456285546549031","0.456285546549031","0.456285546549031","0.4469916586016045","0.4469916586016045","0.4469916586016045","1.5183434642729212","1.5183434642729212","1.5183434642729212","0.6207327578888565","0.6207327578888565","0.6207327578888565","0.3557545124995904","0.3557545124995904","0.3557545124995904"
"15750","0.37520642041623053","0.37520642041623053","0.37520642041623053","0.4438788281367706","0.4438788281367706","0.4438788281367706","0.4408019665662233","0.4408019665662233","0.4408019665662233","1.5255284137553997","1.5255284137553997","1.5255284137553997","0.6161460326061593","0.6161460326061593","0.6161460326061593","0.35450025869382396","0.35450025869382396","0.35450025869382396"
"15800","0.3829314311653931","0.3829314311653931","0.3829314311653931","0.44554763532573394","0.44554763532573394","0.44554763532573394","0.4436012541655428","0.4436012541655428","0.4436012541655428","1.5233375448617876","1.5233375448617876","1.5233375448617876","0.616931006404924","0.616931006404924","0.616931006404924","0.3622934409180043","0.3622934409180043","0.3622934409180043"
"15850","0.3884372663865157","0.3884372663865157","0.3884372663865157","0.4496759437554255","0.4496759437554255","0.4496759437554255","0.4510866253861884","0.4510866253861884","0.4510866253861884","1.5238400737256235","1.5238400737256235","1.5238400737256235","0.6237223874336171","0.6237223874336171","0.6237223874336171","0.36551879042697744","0.36551879042697744","0.36551879042697744"
"15900","0.39411731361200986","0.39411731361200986","0.39411731361200986","0.4560280325769008","0.4560280325769008","0.4560280325769008","0.4537747356169982","0.4537747356169982","0.4537747356169982","1.5222250711872203","1.5222250711872203","1.5222250711872203","0.6285212953428656","0.6285212953428656","0.6285212953428656","0.36983683339937434","0.36983683339937434","0.36983683339937434"
"15950","0.3958261161084344","0.3958261161084344","0.3958261161084344","0.4580381069919304","0.4580381069919304","0.4580381069919304","0.4538423626944183","0.4538423626944183","0.4538423626944183","1.5220152910116018","1.5220152910116018","1.5220152910116018","0.6271760115861126","0.6271760115861126","0.6271760115861126","0.3686055051360483","0.3686055051360483","0.3686055051360483"
"16000","0.3968939258203612","0.3968939258203612","0.3968939258203612","0.4584471612260612","0.4584471612260612","0.4584471612260612","0.4533136379685759","0.4533136379685759","0.4533136379685759","1.5217177564087336","1.5217177564087336","1.5217177564087336","0.6264332768164182","0.6264332768164182","0.6264332768164182","0.36824815359142016","0.36824815359142016","0.36824815359142016"
"16050","0.3587129428982735","0.3587129428982735","0.3587129428982735","0.42325452119112017","0.42325452119112017","0.42325452119112017","0.42487005293369295","0.42487005293369295","0.42487005293369295","1.471462219953537","1.471462219953537","1.471462219953537","0.5825631231069565","0.5825631231069565","0.5825631231069565","0.3455204337835312","0.3455204337835312","0.3455204337835312"
"16100","0.3854219079017639","0.3854219079017639","0.3854219079017639","0.44269758207457405","0.44269758207457405","0.44269758207457405","0.4383692124060222","0.4383692124060222","0.4383692124060222","1.5208631464413234","1.5208631464413234","1.5208631464413234","0.6232937182698931","0.6232937182698931","0.6232937182698931","0.34373697595936914","0.34373697595936914","0.34373697595936914"
"16150","0.3831837445497513","0.3831837445497513","0.3831837445497513","0.4470861646036307","0.4470861646036307","0.4470861646036307","0.4407764464616776","0.4407764464616776","0.4407764464616776","1.5228930016358693","1.5228930016358693","1.5228930016358693","0.6242654581864675","0.6242654581864675","0.6242654581864675","0.34464077576994895","0.34464077576994895","0.34464077576994895"
"16200","0.38842327051302966","0.38842327051302966","0.38842327051302966","0.45172280108227447","0.45172280108227447","0.45172280108227447","0.4412409245967865","0.4412409245967865","0.4412409245967865","1.524363686056698","1.524363686056698","1.524363686056698","0.62090145314441","0.62090145314441","0.62090145314441","0.345846481182996","0.345846481182996","0.345846481182996"
"16250","0.38628464286977593","0.38628464286977593","0.38628464286977593","0.454408068142154","0.454408068142154","0.454408068142154","0.44327819374474614","0.44327819374474614","0.44327819374474614","1.527680577473207","1.527680577473207","1.527680577473207","0.6209968249906194","0.6209968249906194","0.6209968249906194","0.34860345531593667","0.34860345531593667","0.34860345531593667"
"16300","0.38752789861626097","0.38752789861626097","0.38752789861626097","0.4554718014266756","0.4554718014266756","0.4554718014266756","0.4453573019416244","0.4453573019416244","0.4453573019416244","1.5302514420615303","1.5302514420615303","1.5302514420615303","0.6245653447177675","0.6245653447177675","0.6245653447177675","0.3530005924679615","0.3530005924679615","0.3530005924679615"
"16350","0.3886871379800141","0.3886871379800141","0.3886871379800141","0.4551952537149191","0.4551952537149191","0.4551952537149191","0.4460625246167183","0.4460625246167183","0.4460625246167183","1.5317237436771394","1.5317237436771394","1.5317237436771394","0.6258920933119952","0.6258920933119952","0.6258920933119952","0.35404229727573694","0.35404229727573694","0.35404229727573694"
"16400","0.39031905612430057","0.39031905612430057","0.39031905612430057","0.45694079713241476","0.45694079713241476","0.45694079713241476","0.4478304965270532","0.4478304965270532","0.4478304965270532","1.5322976985493222","1.5322976985493222","1.5322976985493222","0.6257112569905616","0.6257112569905616","0.6257112569905616","0.3564854299699938","0.3564854299699938","0.3564854299699938"
"16450","0.38078878049192755","0.38078878049192755","0.38078878049192755","0.4554199432504588","0.4554199432504588","0.4554199432504588","0.43865592006979315","0.43865592006979315","0.43865592006979315","1.5726344256565488","1.5726344256565488","1.5726344256565488","0.6030175439242659","0.6030175439242659","0.6030175439242659","0.3488444891469232","0.3488444891469232","0.3488444891469232"
"16500","0.377716221198251","0.377716221198251","0.377716221198251","0.44689933521838127","0.44689933521838127","0.44689933521838127","0.43000861625128156","0.43000861625128156","0.43000861625128156","1.5608175796798514","1.5608175796798514","1.5608175796798514","0.6071924189978009","0.6071924189978009","0.6071924189978009","0.3489528409665144","0.3489528409665144","0.3489528409665144"
"16550","0.3843029255783835","0.3843029255783835","0.3843029255783835","0.44756446466889493","0.44756446466889493","0.44756446466889493","0.43821204725162005","0.43821204725162005","0.43821204725162005","1.5551817269288293","1.5551817269288293","1.5551817269288293","0.6117744101572407","0.6117744101572407","0.6117744101572407","0.36006889509600265","0.36006889509600265","0.36006889509600265"
"16600","0.38947980197448306","0.38947980197448306","0.38947980197448306","0.44423440756411525","0.44423440756411525","0.44423440756411525","0.4433977235961893","0.4433977235961893","0.4433977235961893","1.5535048412877088","1.5535048412877088","1.5535048412877088","0.6163969364579164","0.6163969364579164","0.6163969364579164","0.36140169294852786","0.36140169294852786","0.36140169294852786"
"16650","0.3913452195808877","0.3913452195808877","0.3913452195808877","0.44897381284611715","0.44897381284611715","0.44897381284611715","0.4472075066972508","0.4472075066972508","0.4472075066972508","1.5578562010844201","1.5578562010844201","1.5578562010844201","0.6200938397880205","0.6200938397880205","0.6200938397880205","0.3577164507198542","0.3577164507198542","0.3577164507198542"
"16700","0.3977746468931971","0.3977746468931971","0.3977746468931971","0.455043777182538","0.455043777182538","0.455043777182538","0.4499499754025517","0.4499499754025517","0.4499499754025517","1.562061421760094","1.562061421760094","1.562061421760094","0.6249269357077964","0.6249269357077964","0.6249269357077964","0.36012476549140016","0.36012476549140016","0.36012476549140016"
"16750","0.3980997847931001","0.3980997847931001","0.3980997847931001","0.45643839797169244","0.45643839797169244","0.45643839797169244","0.4525126765926558","0.4525126765926558","0.4525126765926558","1.5623061704055878","1.5623061704055878","1.5623061704055878","0.6268888178386225","0.6268888178386225","0.6268888178386225","0.36178369358136664","0.36178369358136664","0.36178369358136664"
"16800","0.39825126772505626","0.39825126772505626","0.39825126772505626","0.45672375470950294","0.45672375470950294","0.45672375470950294","0.4530248182744653","0.4530248182744653","0.4530248182744653","1.56179029614441","1.56179029614441","1.56179029614441","0.6260330300375151","0.6260330300375151","0.6260330300375151","0.3621884213667117","0.3621884213667117","0.3621884213667117"
"16850","0.3734145274287776","0.3734145274287776","0.3734145274287776","0.4436711465057574","0.4436711465057574","0.4436711465057574","0.42360196537093114","0.42360196537093114","0.42360196537093114","1.5563366319003857","1.5563366319003857","1.5563366319003857","0.5954375949345136","0.5954375949345136","0.5954375949345136","0.33985032807839544","0.33985032807839544","0.33985032807839544"
"16900","0.3803430697457357","0.3803430697457357","0.3803430697457357","0.4386515353213657","0.4386515353213657","0.4386515353213657","0.4240924312987111","0.4240924312987111","0.4240924312987111","1.5509977598081937","1.5509977598081937","1.5509977598081937","0.6056319058618762","0.6056319058618762","0.6056319058618762","0.3425973518328233","0.3425973518328233","0.3425973518328233"
"16950","0.38673526113447937","0.38673526113447937","0.38673526113447937","0.45195232850054035","0.45195232850054035","0.45195232850054035","0.4352698043204736","0.4352698043204736","0.4352698043204736","1.5580792712128682","1.5580792712128682","1.5580792712128682","0.6147317707106688","0.6147317707106688","0.6147317707106688","0.35069733026666916","0.35069733026666916","0.35069733026666916"
"17000","0.3866374093167325","0.3866374093167325","0.3866374093167325","0.4484473522356216","0.4484473522356216","0.4484473522356216","0.43916270945300445","0.43916270945300445","0.43916270945300445","1.5594057890963047","1.5594057890963047","1.5594057890963047","0.6137956575827396","0.6137956575827396","0.6137956575827396","0.35058094973259785","0.35058094973259785","0.35058094973259785"
"17050","0.38499303769414167","0.38499303769414167","0.38499303769414167","0.4477713865642788","0.4477713865642788","0.4477713865642788","0.4448647456509726","0.4448647456509726","0.4448647456509726","1.5636087681065087","1.5636087681065087","1.5636087681065087","0.6138719101162518","0.6138719101162518","0.6138719101162518","0.34547189979994","0.34547189979994","0.34547189979994"
"17100","0.3854441315246125","0.3854441315246125","0.3854441315246125","0.44762138598081136","0.44762138598081136","0.44762138598081136","0.4454558150221904","0.4454558150221904","0.4454558150221904","1.5655518517725997","1.5655518517725997","1.5655518517725997","0.6143685488237275","0.6143685488237275","0.6143685488237275","0.34716726518753505","0.34716726518753505","0.34716726518753505"
"17150","0.38533054768333774","0.38533054768333774","0.38533054768333774","0.4468880723390353","0.4468880723390353","0.4468880723390353","0.4455825358452882","0.4455825358452882","0.4455825358452882","1.5667702238235248","1.5667702238235248","1.5667702238235248","0.6145280174602418","0.6145280174602418","0.6145280174602418","0.34662225145912734","0.34662225145912734","0.34662225145912734"
"17200","0.38713552065424084","0.38713552065424084","0.38713552065424084","0.44889779834403204","0.44889779834403204","0.44889779834403204","0.4488671657043634","0.4488671657043634","0.4488671657043634","1.5694528387993882","1.5694528387993882","1.5694528387993882","0.6165360352120448","0.6165360352120448","0.6165360352120448","0.349359184964416","0.349359184964416","0.349359184964416"
"17250","0.38004566190090583","0.38004566190090583","0.38004566190090583","0.4389621355432145","0.4389621355432145","0.4389621355432145","0.4479846345617416","0.4479846345617416","0.4479846345617416","1.5559583395085437","1.5559583395085437","1.5559583395085437","0.6091716200747388","0.6091716200747388","0.6091716200747388","0.3417909367287413","0.3417909367287413","0.3417909367287413"
"17300","0.38559614721032764","0.38559614721032764","0.38559614721032764","0.44824771291201876","0.44824771291201876","0.44824771291201876","0.440999601612386","0.440999601612386","0.440999601612386","1.5519239705862458","1.5519239705862458","1.5519239705862458","0.6225142392915549","0.6225142392915549","0.6225142392915549","0.34601673944709227","0.34601673944709227","0.34601673944709227"
"17350","0.38991406539670465","0.38991406539670465","0.38991406539670465","0.4539853760174343","0.4539853760174343","0.4539853760174343","0.4411436072012194","0.4411436072012194","0.4411436072012194","1.5601488522120885","1.5601488522120885","1.5601488522120885","0.6258013584986836","0.6258013584986836","0.6258013584986836","0.3480943554923648","0.3480943554923648","0.3480943554923648"
"17400","0.389274439382069","0.389274439382069","0.389274439382069","0.4530571269504915","0.4530571269504915","0.4530571269504915","0.4436067736088322","0.4436067736088322","0.4436067736088322","1.5675023854686525","1.5675023854686525","1.5675023854686525","0.6279332344302067","0.6279332344302067","0.6279332344302067","0.3517908684644602","0.3517908684644602","0.3517908684644602"
"17450","0.38744233940777023","0.38744233940777023","0.38744233940777023","0.45170912363751214","0.45170912363751214","0.45170912363751214","0.4421233912469887","0.4421233912469887","0.4421233912469887","1.5670620275412495","1.5670620275412495","1.5670620275412495","0.6215083408452239","0.6215083408452239","0.6215083408452239","0.35316778484143707","0.35316778484143707","0.35316778484143707"
"17500","0.38679236138509177","0.38679236138509177","0.38679236138509177","0.45292058015110515","0.45292058015110515","0.45292058015110515","0.44087644357873934","0.44087644357873934","0.44087644357873934","1.5718306290982949","1.5718306290982949","1.5718306290982949","0.6210583099211106","0.6210583099211106","0.6210583099211106","0.35265763063824135","0.35265763063824135","0.35265763063824135"
"17550","0.3869909065687004","0.3869909065687004","0.3869909065687004","0.45138656131128757","0.45138656131128757","0.45138656131128757","0.440396536324141","0.440396536324141","0.440396536324141","1.5735950851303013","1.5735950851303013","1.5735950851303013","0.6189464484408541","0.6189464484408541","0.6189464484408541","0.35171039028882295","0.35171039028882295","0.35171039028882295"
"17600","0.3318991909424464","0.3318991909424464","0.3318991909424464","0.38489826023578644","0.38489826023578644","0.38489826023578644","0.41321087380250293","0.41321087380250293","0.41321087380250293","1.5553375879923503","1.5553375879923503","1.5553375879923503","0.568512886762619","0.568512886762619","0.568512886762619","0.3411521067221959","0.3411521067221959","0.3411521067221959"
"17650","0.3606769745903356","0.3606769745903356","0.3606769745903356","0.4155483517263617","0.4155483517263617","0.4155483517263617","0.4372485407761165","0.4372485407761165","0.4372485407761165","1.5858524548155921","1.5858524548155921","1.5858524548155921","0.597675276121923","0.597675276121923","0.597675276121923","0.32994657063058447","0.32994657063058447","0.32994657063058447"
"17700","0.36343673855628605","0.36343673855628605","0.36343673855628605","0.42928935446829164","0.42928935446829164","0.42928935446829164","0.440872071486599","0.440872071486599","0.440872071486599","1.5765473404020633","1.5765473404020633","1.5765473404020633","0.6081906152221391","0.6081906152221391","0.6081906152221391","0.33896041099192964","0.33896041099192964","0.33896041099192964"
"17750","0.37483450369193005","0.37483450369193005","0.37483450369193005","0.4412155665266208","0.4412155665266208","0.4412155665266208","0.44638101422251797","0.44638101422251797","0.44638101422251797","1.5862766412588267","1.5862766412588267","1.5862766412588267","0.6205421575368979","0.6205421575368979","0.6205421575368979","0.3456421457231045","0.3456421457231045","0.3456421457231045"
"17800","0.38216033982999115","0.38216033982999115","0.38216033982999115","0.44905036485310895","0.44905036485310895","0.44905036485310895","0.4486249775707143","0.4486249775707143","0.4486249775707143","1.587917992790926","1.587917992790926","1.587917992790926","0.6227516557985139","0.6227516557985139","0.6227516557985139","0.35248953812909356","0.35248953812909356","0.35248953812909356"
"17850","0.38441598787903786","0.38441598787903786","0.38441598787903786","0.451758676674217","0.451758676674217","0.451758676674217","0.44692735973512754","0.44692735973512754","0.44692735973512754","1.5884538451209664","1.5884538451209664","1.5884538451209664","0.6234118794091046","0.6234118794091046","0.6234118794091046","0.35257852415088564","0.35257852415088564","0.35257852415088564"
"17900","0.38343381010044636","0.38343381010044636","0.38343381010044636","0.45103689132173075","0.45103689132173075","0.45103689132173075","0.4472408842514543","0.4472408842514543","0.4472408842514543","1.5902339870633642","1.5902339870633642","1.5902339870633642","0.6255861325006858","0.6255861325006858","0.6255861325006858","0.3529015898314956","0.3529015898314956","0.3529015898314956"
"17950","0.3833306842389401","0.3833306842389401","0.3833306842389401","0.4505082450053665","0.4505082450053665","0.4505082450053665","0.4474249133484417","0.4474249133484417","0.4474249133484417","1.5942434042357327","1.5942434042357327","1.5942434042357327","0.6294654637910007","0.6294654637910007","0.6294654637910007","0.35510860119810267","0.35510860119810267","0.35510860119810267"
"18000","0.36813595294952395","0.36813595294952395","0.36813595294952395","0.4571909546852112","0.4571909546852112","0.4571909546852112","0.4738071878751119","0.4738071878751119","0.4738071878751119","1.594761808713277","1.594761808713277","1.594761808713277","0.6265523989995321","0.6265523989995321","0.6265523989995321","0.35265028874079385","0.35265028874079385","0.35265028874079385"
"18050","0.37194492862774775","0.37194492862774775","0.37194492862774775","0.4388872953561636","0.4388872953561636","0.4388872953561636","0.46678030215776883","0.46678030215776883","0.46678030215776883","1.6049536613317636","1.6049536613317636","1.6049536613317636","0.6175573825836181","0.6175573825836181","0.6175573825836181","0.33194090059170356","0.33194090059170356","0.33194090059170356"
"18100","0.37902227070020594","0.37902227070020594","0.37902227070020594","0.44154818213504293","0.44154818213504293","0.44154818213504293","0.4717920456243598","0.4717920456243598","0.4717920456243598","1.6105927425882092","1.6105927425882092","1.6105927425882092","0.6218521061150925","0.6218521061150925","0.6218521061150925","0.34243717802607493","0.34243717802607493","0.34243717802607493"
"18150","0.38147890892895786","0.38147890892895786","0.38147890892895786","0.44416213180079606","0.44416213180079606","0.44416213180079606","0.4709882987268043","0.4709882987268043","0.4709882987268043","1.6057479200941143","1.6057479200941143","1.6057479200941143","0.6244298044479255","0.6244298044479255","0.6244298044479255","0.34660615659121313","0.34660615659121313","0.34660615659121313"
"18200","0.38163886188074597","0.38163886188074597","0.38163886188074597","0.4470140672007272","0.4470140672007272","0.4470140672007272","0.4668872905331989","0.4668872905331989","0.4668872905331989","1.6052938550017601","1.6052938550017601","1.6052938550017601","0.6217428149178971","0.6217428149178971","0.6217428149178971","0.34942562982093456","0.34942562982093456","0.34942562982093456"
"18250","0.3849105338443","0.3849105338443","0.3849105338443","0.4513067753809803","0.4513067753809803","0.4513067753809803","0.4656966987645851","0.4656966987645851","0.4656966987645851","1.6088227942304791","1.6088227942304791","1.6088227942304791","0.624307781457901","0.624307781457901","0.624307781457901","0.3504437099087913","0.3504437099087913","0.3504437099087913"
"18300","0.38646594309617605","0.38646594309617605","0.38646594309617605","0.44925727304958163","0.44925727304958163","0.44925727304958163","0.4608670147638472","0.4608670147638472","0.4608670147638472","1.6085729432484461","1.6085729432484461","1.6085729432484461","0.6245643968619997","0.6245643968619997","0.6245643968619997","0.3480172583981166","0.3480172583981166","0.3480172583981166"
"18350","0.3862336674373444","0.3862336674373444","0.3862336674373444","0.4478425096975614","0.4478425096975614","0.4478425096975614","0.46019578861863647","0.46019578861863647","0.46019578861863647","1.6091603360763969","1.6091603360763969","1.6091603360763969","0.6230180986123542","0.6230180986123542","0.6230180986123542","0.34643397792561414","0.34643397792561414","0.34643397792561414"
"18400","0.3409805838018656","0.3409805838018656","0.3409805838018656","0.42095401138067245","0.42095401138067245","0.42095401138067245","0.43420520549019176","0.43420520549019176","0.43420520549019176","1.6103423138459523","1.6103423138459523","1.6103423138459523","0.5892350785434246","0.5892350785434246","0.5892350785434246","0.297901534785827","0.297901534785827","0.297901534785827"
"18450","0.3570906348727845","0.3570906348727845","0.3570906348727845","0.4297582156754829","0.4297582156754829","0.4297582156754829","0.42364995866208466","0.42364995866208466","0.42364995866208466","1.614018514349654","1.614018514349654","1.614018514349654","0.5952391721106864","0.5952391721106864","0.5952391721106864","0.3135423074300225","0.3135423074300225","0.3135423074300225"
"18500","0.37019931993657545","0.37019931993657545","0.37019931993657545","0.4346111685998978","0.4346111685998978","0.4346111685998978","0.4359091825542911","0.4359091825542911","0.4359091825542911","1.6157876647287799","1.6157876647287799","1.6157876647287799","0.6014610055473543","0.6014610055473543","0.6014610055473543","0.3263812138428611","0.3263812138428611","0.3263812138428611"
"18550","0.37947626009412194","0.37947626009412194","0.37947626009412194","0.4333588862898706","0.4333588862898706","0.4333588862898706","0.4409209892325018","0.4409209892325018","0.4409209892325018","1.617021494213192","1.617021494213192","1.617021494213192","0.6088199058825943","0.6088199058825943","0.6088199058825943","0.32938820123672485","0.32938820123672485","0.32938820123672485"
"18600","0.3832145010653351","0.3832145010653351","0.3832145010653351","0.43589441252074074","0.43589441252074074","0.43589441252074074","0.447221003472805","0.447221003472805","0.447221003472805","1.617716519428151","1.617716519428151","1.617716519428151","0.6123764899426273","0.6123764899426273","0.6123764899426273","0.33559638474668774","0.33559638474668774","0.33559638474668774"
"18650","0.3804166166886796","0.3804166166886796","0.3804166166886796","0.4370182417605045","0.4370182417605045","0.4370182417605045","0.44697708500562794","0.44697708500562794","0.44697708500562794","1.6202551900905415","1.6202551900905415","1.6202551900905415","0.6128541163719483","0.6128541163719483","0.6128541163719483","0.3356664548390103","0.3356664548390103","0.3356664548390103"
"18700","0.38058648309038007","0.38058648309038007","0.38058648309038007","0.4373297557970624","0.4373297557970624","0.4373297557970624","0.4466827585373396","0.4466827585373396","0.4466827585373396","1.6183227558194855","1.6183227558194855","1.6183227558194855","0.6137447451919685","0.6137447451919685","0.6137447451919685","0.3372388949824704","0.3372388949824704","0.3372388949824704"
"18750","0.3813212903983453","0.3813212903983453","0.3813212903983453","0.43863104036785067","0.43863104036785067","0.43863104036785067","0.4470348196393028","0.4470348196393028","0.4470348196393028","1.6191705513127985","1.6191705513127985","1.6191705513127985","0.6128584207857356","0.6128584207857356","0.6128584207857356","0.33903869082105353","0.33903869082105353","0.33903869082105353"
"18800","0.36206097855712427","0.36206097855712427","0.36206097855712427","0.41762623913360364","0.41762623913360364","0.41762623913360364","0.41560055631579773","0.41560055631579773","0.41560055631579773","1.6185217228802768","1.6185217228802768","1.6185217228802768","0.607439687757781","0.607439687757781","0.607439687757781","0.3257157721302726","0.3257157721302726","0.3257157721302726"
"18850","0.36268485831208974","0.36268485831208974","0.36268485831208974","0.431218652121992","0.431218652121992","0.431218652121992","0.41354875212692355","0.41354875212692355","0.41354875212692355","1.6104379834898983","1.6104379834898983","1.6104379834898983","0.6129897136286081","0.6129897136286081","0.6129897136286081","0.33392501487789383","0.33392501487789383","0.33392501487789383"
"18900","0.36390836716146396","0.36390836716146396","0.36390836716146396","0.42720643918317064","0.42720643918317064","0.42720643918317064","0.41811150312423706","0.41811150312423706","0.41811150312423706","1.6088767634298569","1.6088767634298569","1.6088767634298569","0.6092137248444378","0.6092137248444378","0.6092137248444378","0.3320032089276421","0.3320032089276421","0.3320032089276421"
"18950","0.37176776192878763","0.37176776192878763","0.37176776192878763","0.4299969000568807","0.4299969000568807","0.4299969000568807","0.4270332340008574","0.4270332340008574","0.4270332340008574","1.6123077198455893","1.6123077198455893","1.6123077198455893","0.6087580175021958","0.6087580175021958","0.6087580175021958","0.33217137604137587","0.33217137604137587","0.33217137604137587"
"19000","0.3770912849851944","0.3770912849851944","0.3770912849851944","0.4349280021477155","0.4349280021477155","0.4349280021477155","0.4357154365517039","0.4357154365517039","0.4357154365517039","1.6177730417046936","1.6177730417046936","1.6177730417046936","0.6149804086900065","0.6149804086900065","0.6149804086900065","0.3376401718466067","0.3376401718466067","0.3376401718466067"
"19050","0.37487499821312437","0.37487499821312437","0.37487499821312437","0.43172758354315066","0.43172758354315066","0.43172758354315066","0.4337320905902782","0.4337320905902782","0.4337320905902782","1.617201318167966","1.617201318167966","1.617201318167966","0.6121325721378461","0.6121325721378461","0.6121325721378461","0.3345486958751409","0.3345486958751409","0.3345486958751409"
"19100","0.3768861288870419","0.3768861288870419","0.3768861288870419","0.43388464348810213","0.43388464348810213","0.43388464348810213","0.4361554650036064","0.4361554650036064","0.4361554650036064","1.6205092102915675","1.6205092102915675","1.6205092102915675","0.6124778367556609","0.6124778367556609","0.6124778367556609","0.33880693606428197","0.33880693606428197","0.33880693606428197"
"19150","0.37754069113077754","0.37754069113077754","0.37754069113077754","0.43749444906456353","0.43749444906456353","0.43749444906456353","0.43741950571692645","0.43741950571692645","0.43741950571692645","1.623113126107358","1.623113126107358","1.623113126107358","0.6155770701932534","0.6155770701932534","0.6155770701932534","0.3416811768986849","0.3416811768986849","0.3416811768986849"
"19200","0.35196765086480547","0.35196765086480547","0.35196765086480547","0.4030204507566634","0.4030204507566634","0.4030204507566634","0.41364369364011855","0.41364369364011855","0.41364369364011855","1.618843782515753","1.618843782515753","1.618843782515753","0.5837465538865044","0.5837465538865044","0.5837465538865044","0.30625777549686883","0.30625777549686883","0.30625777549686883"
"19250","0.3598797611244347","0.3598797611244347","0.3598797611244347","0.40781340164982754","0.40781340164982754","0.40781340164982754","0.40945214648609574","0.40945214648609574","0.40945214648609574","1.6260959272799285","1.6260959272799285","1.6260959272799285","0.5913568602307983","0.5913568602307983","0.5913568602307983","0.3104368108122245","0.3104368108122245","0.3104368108122245"
"19300","0.3668030952693711","0.3668030952693711","0.3668030952693711","0.417291865802147","0.417291865802147","0.417291865802147","0.42257938376614745","0.42257938376614745","0.42257938376614745","1.6353732649709138","1.6353732649709138","1.6353732649709138","0.5965927486688318","0.5965927486688318","0.5965927486688318","0.3200903193841518","0.3200903193841518","0.3200903193841518"
