"Step","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss__MIN","20251219-082014-stage1-CIFAR10-VGG8-my_superspike-4.0 - train/loss__MAX","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss__MIN","20251219-081942-stage1-CIFAR10-VGG8-my_triangular-4.0 - train/loss__MAX","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss__MIN","20251218-220526-stage1-CIFAR10-VGG8-my_sigmoid-10.0 - train/loss__MAX","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss__MIN","20251218-220404-stage1-CIFAR10-VGG8-my_triangular-10.0 - train/loss__MAX","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss__MIN","20251218-220230-stage1-CIFAR10-VGG8-my_superspike-10.0 - train/loss__MAX","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss__MIN","20251218-220059-stage1-CIFAR10-VGG8-my_sigmoid-4.0 - train/loss__MAX"
"1300","1.003543980885297","1.003543980885297","1.003543980885297","1.1581769045442343","1.1581769045442343","1.1581769045442343","1.0375977735966444","1.0375977735966444","1.0375977735966444","1.4525521453469992","1.4525521453469992","1.4525521453469992","1.2568454500287771","1.2568454500287771","1.2568454500287771","0.9872729419730604","0.9872729419730604","0.9872729419730604"
"1350","0.9953887984993752","0.9953887984993752","0.9953887984993752","1.1537099437097484","1.1537099437097484","1.1537099437097484","1.0258895044916132","1.0258895044916132","1.0258895044916132","1.450896162665292","1.450896162665292","1.450896162665292","1.2555435936102706","1.2555435936102706","1.2555435936102706","0.9755842029378655","0.9755842029378655","0.9755842029378655"
"1400","0.9930106827564407","0.9930106827564407","0.9930106827564407","1.152447035438136","1.152447035438136","1.152447035438136","1.0280284081634723","1.0280284081634723","1.0280284081634723","1.4492209443920536","1.4492209443920536","1.4492209443920536","1.2556833164733754","1.2556833164733754","1.2556833164733754","0.974198840427817","0.974198840427817","0.974198840427817"
"1450","0.9877780127010757","0.9877780127010757","0.9877780127010757","1.1459586877617047","1.1459586877617047","1.1459586877617047","1.0248765327947602","1.0248765327947602","1.0248765327947602","1.4453720068760056","1.4453720068760056","1.4453720068760056","1.249360731608576","1.249360731608576","1.249360731608576","0.9724973009215842","0.9724973009215842","0.9724973009215842"
"1500","0.9829756804719204","0.9829756804719204","0.9829756804719204","1.1381020344248631","1.1381020344248631","1.1381020344248631","1.0189092377337015","1.0189092377337015","1.0189092377337015","1.442225555094277","1.442225555094277","1.442225555094277","1.2436411691511549","1.2436411691511549","1.2436411691511549","0.9682897729117695","0.9682897729117695","0.9682897729117695"
"1550","0.9747808599282825","0.9747808599282825","0.9747808599282825","1.131937824229084","1.131937824229084","1.131937824229084","1.0104311564296642","1.0104311564296642","1.0104311564296642","1.4358472921860912","1.4358472921860912","1.4358472921860912","1.2367643736026905","1.2367643736026905","1.2367643736026905","0.9614655209912194","0.9614655209912194","0.9614655209912194"
"1600","0.8600378858076559","0.8600378858076559","0.8600378858076559","1.019214448091146","1.019214448091146","1.019214448091146","0.8831895380406767","0.8831895380406767","0.8831895380406767","1.3676409495843422","1.3676409495843422","1.3676409495843422","1.1311665386767","1.1311665386767","1.1311665386767","0.8518371968655973","0.8518371968655973","0.8518371968655973"
"1650","0.8835775763138958","0.8835775763138958","0.8835775763138958","1.0419665485963054","1.0419665485963054","1.0419665485963054","0.9135070977539852","0.9135070977539852","0.9135070977539852","1.3842540801256553","1.3842540801256553","1.3842540801256553","1.1570987708267124","1.1570987708267124","1.1570987708267124","0.8665950222947132","0.8665950222947132","0.8665950222947132"
"1700","0.8979615212356957","0.8979615212356957","0.8979615212356957","1.0505251292764706","1.0505251292764706","1.0505251292764706","0.9335266704106853","0.9335266704106853","0.9335266704106853","1.3944105292758802","1.3944105292758802","1.3944105292758802","1.1653123511015064","1.1653123511015064","1.1653123511015064","0.875292603116836","0.875292603116836","0.875292603116836"
"1750","0.8960683600787811","0.8960683600787811","0.8960683600787811","1.0469722486434774","1.0469722486434774","1.0469722486434774","0.9340821587465664","0.9340821587465664","0.9340821587465664","1.3985681189572747","1.3985681189572747","1.3985681189572747","1.163414521332093","1.163414521332093","1.163414521332093","0.8749400405960287","0.8749400405960287","0.8749400405960287"
"1800","0.8881279720535761","0.8881279720535761","0.8881279720535761","1.0469074742200506","1.0469074742200506","1.0469074742200506","0.932361223023652","0.932361223023652","0.932361223023652","1.3978537366360049","1.3978537366360049","1.3978537366360049","1.162708382566267","1.162708382566267","1.162708382566267","0.8693709914191363","0.8693709914191363","0.8693709914191363"
"1850","0.8865828177654784","0.8865828177654784","0.8865828177654784","1.046965145898613","1.046965145898613","1.046965145898613","0.9298605370604618","0.9298605370604618","0.9298605370604618","1.393652123025901","1.393652123025901","1.393652123025901","1.161354454552255","1.161354454552255","1.161354454552255","0.8691582874969322","0.8691582874969322","0.8691582874969322"
"1900","0.8826614521023781","0.8826614521023781","0.8826614521023781","1.041703904594795","1.041703904594795","1.041703904594795","0.923320246379524","0.923320246379524","0.923320246379524","1.3899387779150942","1.3899387779150942","1.3899387779150942","1.1570928278945674","1.1570928278945674","1.1570928278945674","0.8634632396061271","0.8634632396061271","0.8634632396061271"
"1950","0.8811239849689395","0.8811239849689395","0.8811239849689395","1.0395091561075944","1.0395091561075944","1.0395091561075944","0.9192797721818436","0.9192797721818436","0.9192797721818436","1.387291359963035","1.387291359963035","1.387291359963035","1.1553802092870076","1.1553802092870076","1.1553802092870076","0.8603743482621757","0.8603743482621757","0.8603743482621757"
"2000","0.8375208468540855","0.8375208468540855","0.8375208468540855","0.9892996808756953","0.9892996808756953","0.9892996808756953","0.8751772875371187","0.8751772875371187","0.8751772875371187","1.3612702048343162","1.3612702048343162","1.3612702048343162","1.1142565789430037","1.1142565789430037","1.1142565789430037","0.8248439625553463","0.8248439625553463","0.8248439625553463"
"2050","0.8304850850254297","0.8304850850254297","0.8304850850254297","0.9783921521157026","0.9783921521157026","0.9783921521157026","0.8652008473873138","0.8652008473873138","0.8652008473873138","1.3599229976534843","1.3599229976534843","1.3599229976534843","1.1050335460652907","1.1050335460652907","1.1050335460652907","0.8083848928411802","0.8083848928411802","0.8083848928411802"
"2100","0.8253440432352562","0.8253440432352562","0.8253440432352562","0.9804541803386113","0.9804541803386113","0.9804541803386113","0.8651907276617338","0.8651907276617338","0.8651907276617338","1.358121931552887","1.358121931552887","1.358121931552887","1.103879502783083","1.103879502783083","1.103879502783083","0.8059073833570088","0.8059073833570088","0.8059073833570088"
"2150","0.8271573906650349","0.8271573906650349","0.8271573906650349","0.9813659908820171","0.9813659908820171","0.9813659908820171","0.8634516259237212","0.8634516259237212","0.8634516259237212","1.3549239148899002","1.3549239148899002","1.3549239148899002","1.1020990379002629","1.1020990379002629","1.1020990379002629","0.8081031943462333","0.8081031943462333","0.8081031943462333"
"2200","0.8278018626255718","0.8278018626255718","0.8278018626255718","0.9822522716793588","0.9822522716793588","0.9822522716793588","0.8656493238801879","0.8656493238801879","0.8656493238801879","1.3575332000003597","1.3575332000003597","1.3575332000003597","1.104199635546382","1.104199635546382","1.104199635546382","0.8063416955916862","0.8063416955916862","0.8063416955916862"
"2250","0.8253698963168505","0.8253698963168505","0.8253698963168505","0.9771479762889244","0.9771479762889244","0.9771479762889244","0.862131221471606","0.862131221471606","0.862131221471606","1.355775381664972","1.355775381664972","1.355775381664972","1.10035804195984","1.10035804195984","1.10035804195984","0.8016205488427265","0.8016205488427265","0.8016205488427265"
"2300","0.8217314535138235","0.8217314535138235","0.8217314535138235","0.9735428144821542","0.9735428144821542","0.9735428144821542","0.856223259874851","0.856223259874851","0.856223259874851","1.3507323144488252","1.3507323144488252","1.3507323144488252","1.0958632084331072","1.0958632084331072","1.0958632084331072","0.7967141570383414","0.7967141570383414","0.7967141570383414"
"2350","0.8513819932937622","0.8513819932937622","0.8513819932937622","0.9621123790740966","0.9621123790740966","0.9621123790740966","0.8643384099006652","0.8643384099006652","0.8643384099006652","1.3714149236679076","1.3714149236679076","1.3714149236679076","1.096796703338623","1.096796703338623","1.096796703338623","0.7776709794998169","0.7776709794998169","0.7776709794998169"
"2400","0.7856449885801835","0.7856449885801835","0.7856449885801835","0.9392458493059331","0.9392458493059331","0.9392458493059331","0.8217038577253168","0.8217038577253168","0.8217038577253168","1.356672722643072","1.356672722643072","1.356672722643072","1.0667840350757947","1.0667840350757947","1.0667840350757947","0.758993842385032","0.758993842385032","0.758993842385032"
"2450","0.7870668144453139","0.7870668144453139","0.7870668144453139","0.9348579418091547","0.9348579418091547","0.9348579418091547","0.8160303768657503","0.8160303768657503","0.8160303768657503","1.3362118085225423","1.3362118085225423","1.3362118085225423","1.0629573963937304","1.0629573963937304","1.0629573963937304","0.7586441318194072","0.7586441318194072","0.7586441318194072"
"2500","0.7913356281095936","0.7913356281095936","0.7913356281095936","0.9362749222786196","0.9362749222786196","0.9362749222786196","0.8160133546398533","0.8160133546398533","0.8160133546398533","1.3320039649163522","1.3320039649163522","1.3320039649163522","1.0608830355828809","1.0608830355828809","1.0608830355828809","0.7676124534299297","0.7676124534299297","0.7676124534299297"
"2550","0.7806950385977582","0.7806950385977582","0.7806950385977582","0.9256363418044113","0.9256363418044113","0.9256363418044113","0.8079650143297707","0.8079650143297707","0.8079650143297707","1.3246121197212033","1.3246121197212033","1.3246121197212033","1.0521565905431423","1.0521565905431423","1.0521565905431423","0.7582091613513667","0.7582091613513667","0.7582091613513667"
"2600","0.7776993821648991","0.7776993821648991","0.7776993821648991","0.9231473667948854","0.9231473667948854","0.9231473667948854","0.8051307350981469","0.8051307350981469","0.8051307350981469","1.3211540857950845","1.3211540857950845","1.3211540857950845","1.0493349453982186","1.0493349453982186","1.0493349453982186","0.757415545687956","0.757415545687956","0.757415545687956"
"2650","0.7780067434076403","0.7780067434076403","0.7780067434076403","0.9209855345428967","0.9209855345428967","0.9209855345428967","0.8076898645182125","0.8076898645182125","0.8076898645182125","1.3204824631331398","1.3204824631331398","1.3204824631331398","1.0474829570191806","1.0474829570191806","1.0474829570191806","0.7583058757860153","0.7583058757860153","0.7583058757860153"
"2700","0.7727107874104674","0.7727107874104674","0.7727107874104674","0.9159195429842237","0.9159195429842237","0.9159195429842237","0.8036474805482676","0.8036474805482676","0.8036474805482676","1.3164188435379889","1.3164188435379889","1.3164188435379889","1.0427230324543697","1.0427230324543697","1.0427230324543697","0.7547649571593379","0.7547649571593379","0.7547649571593379"
"2750","0.7371299990585872","0.7371299990585872","0.7371299990585872","0.8404340829168048","0.8404340829168048","0.8404340829168048","0.7761774616582053","0.7761774616582053","0.7761774616582053","1.275378269808633","1.275378269808633","1.275378269808633","0.9656936185700553","0.9656936185700553","0.9656936185700553","0.7071964315005711","0.7071964315005711","0.7071964315005711"
"2800","0.7304746396839619","0.7304746396839619","0.7304746396839619","0.867504058405757","0.867504058405757","0.867504058405757","0.7733277045190334","0.7733277045190334","0.7733277045190334","1.3021030835807323","1.3021030835807323","1.3021030835807323","0.9972713766619563","0.9972713766619563","0.9972713766619563","0.6973800444975495","0.6973800444975495","0.6973800444975495"
"2850","0.7484458648321921","0.7484458648321921","0.7484458648321921","0.8794611979994857","0.8794611979994857","0.8794611979994857","0.7808563881798795","0.7808563881798795","0.7808563881798795","1.3009295536760699","1.3009295536760699","1.3009295536760699","1.006906203010626","1.006906203010626","1.006906203010626","0.7142096114786047","0.7142096114786047","0.7142096114786047"
"2900","0.7503226188624778","0.7503226188624778","0.7503226188624778","0.88113991589081","0.88113991589081","0.88113991589081","0.7794437662857335","0.7794437662857335","0.7794437662857335","1.304830948027169","1.304830948027169","1.304830948027169","1.0108220148377303","1.0108220148377303","1.0108220148377303","0.7173851226888052","0.7173851226888052","0.7173851226888052"
"2950","0.7402728174891428","0.7402728174891428","0.7402728174891428","0.8728077016144156","0.8728077016144156","0.8728077016144156","0.7685604103814776","0.7685604103814776","0.7685604103814776","1.2967150400732166","1.2967150400732166","1.2967150400732166","1.0024659817463883","1.0024659817463883","1.0024659817463883","0.7070194463306498","0.7070194463306498","0.7070194463306498"
"3000","0.7354123325962009","0.7354123325962009","0.7354123325962009","0.8715416238163457","0.8715416238163457","0.8715416238163457","0.7653618838750955","0.7653618838750955","0.7653618838750955","1.2956738783554598","1.2956738783554598","1.2956738783554598","1.0007651852387371","1.0007651852387371","1.0007651852387371","0.7047095854174007","0.7047095854174007","0.7047095854174007"
"3050","0.733721763654879","0.733721763654879","0.733721763654879","0.8681377172470093","0.8681377172470093","0.8681377172470093","0.7629664631406213","0.7629664631406213","0.7629664631406213","1.296091115778419","1.296091115778419","1.296091115778419","0.9981892196236143","0.9981892196236143","0.9981892196236143","0.702353249689576","0.702353249689576","0.702353249689576"
"3100","0.7362129799612276","0.7362129799612276","0.7362129799612276","0.8702903977789722","0.8702903977789722","0.8702903977789722","0.7642561002419546","0.7642561002419546","0.7642561002419546","1.296276331275374","1.296276331275374","1.296276331275374","0.9989449704413885","0.9989449704413885","0.9989449704413885","0.703685537471876","0.703685537471876","0.703685537471876"
"3150","0.6904778506444849","0.6904778506444849","0.6904778506444849","0.8201211924138276","0.8201211924138276","0.8201211924138276","0.7206277588139409","0.7206277588139409","0.7206277588139409","1.2732458270114402","1.2732458270114402","1.2732458270114402","0.9460867513781008","0.9460867513781008","0.9460867513781008","0.6503859019797781","0.6503859019797781","0.6503859019797781"
"3200","0.6863985698517054","0.6863985698517054","0.6863985698517054","0.8099483814958024","0.8099483814958024","0.8099483814958024","0.713820704858597","0.713820704858597","0.713820704858597","1.2526050642745135","1.2526050642745135","1.2526050642745135","0.9404950133741719","0.9404950133741719","0.9404950133741719","0.6452402815426865","0.6452402815426865","0.6452402815426865"
"3250","0.692626524262312","0.692626524262312","0.692626524262312","0.8160304698517652","0.8160304698517652","0.8160304698517652","0.7228020415073488","0.7228020415073488","0.7228020415073488","1.2652657128931062","1.2652657128931062","1.2652657128931062","0.950432102854659","0.950432102854659","0.950432102854659","0.6601197307671958","0.6601197307671958","0.6601197307671958"
"3300","0.6966878320440392","0.6966878320440392","0.6966878320440392","0.8213527505797458","0.8213527505797458","0.8213527505797458","0.729485900071315","0.729485900071315","0.729485900071315","1.2720110264816724","1.2720110264816724","1.2720110264816724","0.9531365143770427","0.9531365143770427","0.9531365143770427","0.662397664406396","0.662397664406396","0.662397664406396"
"3350","0.6991452962293753","0.6991452962293753","0.6991452962293753","0.8222809973853586","0.8222809973853586","0.8222809973853586","0.7337870384011034","0.7337870384011034","0.7337870384011034","1.2714237274075837","1.2714237274075837","1.2714237274075837","0.95364556825749","0.95364556825749","0.95364556825749","0.6635435004405377","0.6635435004405377","0.6635435004405377"
"3400","0.6962418593329824","0.6962418593329824","0.6962418593329824","0.823145173844837","0.823145173844837","0.823145173844837","0.7339017587703663","0.7339017587703663","0.7339017587703663","1.27205606563624","1.27205606563624","1.27205606563624","0.9551822778942821","0.9551822778942821","0.9551822778942821","0.6632819843816233","0.6632819843816233","0.6632819843816233"
"3450","0.6946548099857366","0.6946548099857366","0.6946548099857366","0.8218343110276449","0.8218343110276449","0.8218343110276449","0.7338549544567663","0.7338549544567663","0.7338549544567663","1.268260823314773","1.268260823314773","1.268260823314773","0.9525247871322159","0.9525247871322159","0.9525247871322159","0.6642427585626903","0.6642427585626903","0.6642427585626903"
"3500","0.6967112666480343","0.6967112666480343","0.6967112666480343","0.8219973780514408","0.8219973780514408","0.8219973780514408","0.7341355104548681","0.7341355104548681","0.7341355104548681","1.2683342516262475","1.2683342516262475","1.2683342516262475","0.9538912287346479","0.9538912287346479","0.9538912287346479","0.6678999784644744","0.6678999784644744","0.6678999784644744"
"3550","0.6740060597658157","0.6740060597658157","0.6740060597658157","0.7867006529122591","0.7867006529122591","0.7867006529122591","0.701218418776989","0.701218418776989","0.701218418776989","1.2230453323572874","1.2230453323572874","1.2230453323572874","0.9195048399269581","0.9195048399269581","0.9195048399269581","0.6406153477728367","0.6406153477728367","0.6406153477728367"
"3600","0.6682214922294384","0.6682214922294384","0.6682214922294384","0.7848192889515947","0.7848192889515947","0.7848192889515947","0.6941446749175467","0.6941446749175467","0.6941446749175467","1.2409001959533226","1.2409001959533226","1.2409001959533226","0.9177360730927165","0.9177360730927165","0.9177360730927165","0.637849376695912","0.637849376695912","0.637849376695912"
"3650","0.6634552758751493","0.6634552758751493","0.6634552758751493","0.7781551931843613","0.7781551931843613","0.7781551931843613","0.6969692679968748","0.6969692679968748","0.6969692679968748","1.240210305560719","1.240210305560719","1.240210305560719","0.9138796415292856","0.9138796415292856","0.9138796415292856","0.6359411563837167","0.6359411563837167","0.6359411563837167"
"3700","0.6638316322158981","0.6638316322158981","0.6638316322158981","0.7779636848103869","0.7779636848103869","0.7779636848103869","0.6945433410314413","0.6945433410314413","0.6945433410314413","1.242776958497016","1.242776958497016","1.242776958497016","0.9148349978111603","0.9148349978111603","0.9148349978111603","0.6293949805773221","0.6293949805773221","0.6293949805773221"
"3750","0.668733772404235","0.668733772404235","0.668733772404235","0.7822068850028103","0.7822068850028103","0.7822068850028103","0.7026740307437962","0.7026740307437962","0.7026740307437962","1.2482735761280717","1.2482735761280717","1.2482735761280717","0.9189054960834568","0.9189054960834568","0.9189054960834568","0.6344185168373173","0.6344185168373173","0.6344185168373173"
