"Step","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss__MIN","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss__MAX","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss__MIN","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss__MAX","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss__MIN","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss__MAX","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss__MIN","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss__MAX"
"27200","0.2389712747488473","0.2389712747488473","0.2389712747488473","0.3825179457932979","0.3825179457932979","0.3825179457932979","0.2959761890742156","0.2959761890742156","0.2959761890742156","0.3556832732918026","0.3556832732918026","0.3556832732918026"
"27250","0.24133887906175325","0.24133887906175325","0.24133887906175325","0.3846260635730098","0.3846260635730098","0.3846260635730098","0.2973159699536422","0.2973159699536422","0.2973159699536422","0.3551133287084453","0.3551133287084453","0.3551133287084453"
"27300","0.24307783214109285","0.24307783214109285","0.24307783214109285","0.3891603936504873","0.3891603936504873","0.3891603936504873","0.29897096142265367","0.29897096142265367","0.29897096142265367","0.3580621317584322","0.3580621317584322","0.3580621317584322"
"27350","0.24286116485393816","0.24286116485393816","0.24286116485393816","0.39239873336527936","0.39239873336527936","0.39239873336527936","0.2975954046893504","0.2975954046893504","0.2975954046893504","0.3579513221899027","0.3579513221899027","0.3579513221899027"
"27400","0.23120550234471599","0.23120550234471599","0.23120550234471599","0.4128912168164407","0.4128912168164407","0.4128912168164407","0.2754661517758523","0.2754661517758523","0.2754661517758523","0.3498842355705077","0.3498842355705077","0.3498842355705077"
"27450","0.2269867651256514","0.2269867651256514","0.2269867651256514","0.3899882844200841","0.3899882844200841","0.3899882844200841","0.28770499060183397","0.28770499060183397","0.28770499060183397","0.3441719037515146","0.3441719037515146","0.3441719037515146"
"27500","0.23206440433291078","0.23206440433291078","0.23206440433291078","0.3945245249125794","0.3945245249125794","0.3945245249125794","0.28808804709492747","0.28808804709492747","0.28808804709492747","0.34637452013619985","0.34637452013619985","0.34637452013619985"
"27550","0.23323347069611206","0.23323347069611206","0.23323347069611206","0.3939906592527147","0.3939906592527147","0.3939906592527147","0.290269139886561","0.290269139886561","0.290269139886561","0.3521120730190646","0.3521120730190646","0.3521120730190646"
"27600","0.23578405064163785","0.23578405064163785","0.23578405064163785","0.3938408844269715","0.3938408844269715","0.3938408844269715","0.2905723895732458","0.2905723895732458","0.2905723895732458","0.35640984025352446","0.35640984025352446","0.35640984025352446"
"27650","0.23706281365448895","0.23706281365448895","0.23706281365448895","0.3914738842070739","0.3914738842070739","0.3914738842070739","0.2909152692853344","0.2909152692853344","0.2909152692853344","0.3553003691587584","0.3553003691587584","0.3553003691587584"
"27700","0.2369568949829776","0.2369568949829776","0.2369568949829776","0.39392168432744246","0.39392168432744246","0.39392168432744246","0.2900978098553113","0.2900978098553113","0.2900978098553113","0.3593434036858492","0.3593434036858492","0.3593434036858492"
"27750","0.23963962170708525","0.23963962170708525","0.23963962170708525","0.3969725140827534","0.3969725140827534","0.3969725140827534","0.29228961240901097","0.29228961240901097","0.29228961240901097","0.3591107328732808","0.3591107328732808","0.3591107328732808"
"27800","0.22327639106661082","0.22327639106661082","0.22327639106661082","0.3811247043311596","0.3811247043311596","0.3811247043311596","0.30573706030845643","0.30573706030845643","0.30573706030845643","0.33148517049849036","0.33148517049849036","0.33148517049849036"
"27850","0.22669561348027653","0.22669561348027653","0.22669561348027653","0.3662874557905727","0.3662874557905727","0.3662874557905727","0.2868825387623575","0.2868825387623575","0.2868825387623575","0.3320335845152537","0.3320335845152537","0.3320335845152537"
"27900","0.234849005777921","0.234849005777921","0.234849005777921","0.37464974714176996","0.37464974714176996","0.37464974714176996","0.2914908825286797","0.2914908825286797","0.2914908825286797","0.3349287769624165","0.3349287769624165","0.3349287769624165"
"27950","0.2372415692006287","0.2372415692006287","0.2372415692006287","0.385638091438695","0.385638091438695","0.385638091438695","0.2884818465301865","0.2884818465301865","0.2884818465301865","0.3466877967119217","0.3466877967119217","0.3466877967119217"
"28000","0.23800162098680933","0.23800162098680933","0.23800162098680933","0.3851171964779496","0.3851171964779496","0.3851171964779496","0.29117862886438767","0.29117862886438767","0.29117862886438767","0.34744286773105465","0.34744286773105465","0.34744286773105465"
"28050","0.23912897148522838","0.23912897148522838","0.23912897148522838","0.38935145576452385","0.38935145576452385","0.38935145576452385","0.2907287529316442","0.2907287529316442","0.2907287529316442","0.3478753895595156","0.3478753895595156","0.3478753895595156"
"28100","0.23787705731742523","0.23787705731742523","0.23787705731742523","0.39165222473880823","0.39165222473880823","0.39165222473880823","0.2888341757742798","0.2888341757742798","0.2888341757742798","0.35178773166502225","0.35178773166502225","0.35178773166502225"
"28150","0.23807606622576713","0.23807606622576713","0.23807606622576713","0.39408128647468027","0.39408128647468027","0.39408128647468027","0.28929735055336586","0.28929735055336586","0.28929735055336586","0.35135353795993024","0.35135353795993024","0.35135353795993024"
"28200","0.23380625247955322","0.23380625247955322","0.23380625247955322","0.3963681134034176","0.3963681134034176","0.3963681134034176","0.28362544975718673","0.28362544975718673","0.28362544975718673","0.31304163926718187","0.31304163926718187","0.31304163926718187"
"28250","0.22909571343299115","0.22909571343299115","0.22909571343299115","0.39768510259161094","0.39768510259161094","0.39768510259161094","0.27736115877074424","0.27736115877074424","0.27736115877074424","0.3352927252499744","0.3352927252499744","0.3352927252499744"
"28300","0.23558500904164859","0.23558500904164859","0.23558500904164859","0.395427633651951","0.395427633651951","0.395427633651951","0.28174839313798306","0.28174839313798306","0.28174839313798306","0.33397159280392946","0.33397159280392946","0.33397159280392946"
"28350","0.23524974088123696","0.23524974088123696","0.23524974088123696","0.38803488779906653","0.38803488779906653","0.38803488779906653","0.2863706479869296","0.2863706479869296","0.2863706479869296","0.3386730109926444","0.3386730109926444","0.3386730109926444"
"28400","0.23339974209965472","0.23339974209965472","0.23339974209965472","0.3884058046532443","0.3884058046532443","0.3884058046532443","0.2878812688541221","0.2878812688541221","0.2878812688541221","0.34320754153900834","0.34320754153900834","0.34320754153900834"
"28450","0.2358071295712704","0.2358071295712704","0.2358071295712704","0.38998441712114723","0.38998441712114723","0.38998441712114723","0.28981786547695915","0.28981786547695915","0.28981786547695915","0.34746640173089144","0.34746640173089144","0.34746640173089144"
"28500","0.23718397631003044","0.23718397631003044","0.23718397631003044","0.39153354130365103","0.39153354130365103","0.39153354130365103","0.2922211801766666","0.2922211801766666","0.2922211801766666","0.3461639140345647","0.3461639140345647","0.3461639140345647"
"28550","0.19416657648980618","0.19416657648980618","0.19416657648980618","0.37667960673570633","0.37667960673570633","0.37667960673570633","0.3033421002328396","0.3033421002328396","0.3033421002328396","0.3304256685078144","0.3304256685078144","0.3304256685078144"
"28600","0.21239031671450057","0.21239031671450057","0.21239031671450057","0.372654994757011","0.372654994757011","0.372654994757011","0.2863939034527746","0.2863939034527746","0.2863939034527746","0.32274502721326104","0.32274502721326104","0.32274502721326104"
"28650","0.21598127567105824","0.21598127567105824","0.21598127567105824","0.38004519293705624","0.38004519293705624","0.38004519293705624","0.28404366970062256","0.28404366970062256","0.28404366970062256","0.3301355615258217","0.3301355615258217","0.3301355615258217"
"28700","0.22436567980654631","0.22436567980654631","0.22436567980654631","0.37910777141776264","0.37910777141776264","0.37910777141776264","0.2843071899459332","0.2843071899459332","0.2843071899459332","0.34311853500106665","0.34311853500106665","0.34311853500106665"
"28750","0.22594699249244654","0.22594699249244654","0.22594699249244654","0.38238477864517617","0.38238477864517617","0.38238477864517617","0.28353742746492994","0.28353742746492994","0.28353742746492994","0.34180022955227357","0.34180022955227357","0.34180022955227357"
"28800","0.22812053000973176","0.22812053000973176","0.22812053000973176","0.3865398985239886","0.3865398985239886","0.3865398985239886","0.28536598898412646","0.28536598898412646","0.28536598898412646","0.3441651338177134","0.3441651338177134","0.3441651338177134"
"28850","0.23213803971355612","0.23213803971355612","0.23213803971355612","0.38391420346769417","0.38391420346769417","0.38391420346769417","0.2860871698078397","0.2860871698078397","0.2860871698078397","0.34259542551907624","0.34259542551907624","0.34259542551907624"
"28900","0.23331138025448975","0.23331138025448975","0.23331138025448975","0.3848232416717034","0.3848232416717034","0.3848232416717034","0.2918915132986767","0.2918915132986767","0.2918915132986767","0.3451350322565553","0.3451350322565553","0.3451350322565553"
"28950","0.2164157681605395","0.2164157681605395","0.2164157681605395","0.4036129949723973","0.4036129949723973","0.4036129949723973","0.2735787419711842","0.2735787419711842","0.2735787419711842","0.3394668172387516","0.3394668172387516","0.3394668172387516"
"29000","0.22001111184927954","0.22001111184927954","0.22001111184927954","0.3782954896563914","0.3782954896563914","0.3782954896563914","0.27099553150917166","0.27099553150917166","0.27099553150917166","0.33886870252552315","0.33886870252552315","0.33886870252552315"
"29050","0.21757570934346598","0.21757570934346598","0.21757570934346598","0.37854179192302573","0.37854179192302573","0.37854179192302573","0.272775817121196","0.272775817121196","0.272775817121196","0.33427256727829957","0.33427256727829957","0.33427256727829957"
"29100","0.22125820570184798","0.22125820570184798","0.22125820570184798","0.38541892251211723","0.38541892251211723","0.38541892251211723","0.27600306281429565","0.27600306281429565","0.27600306281429565","0.3432299685692359","0.3432299685692359","0.3432299685692359"
"29150","0.2235109478166576","0.2235109478166576","0.2235109478166576","0.3839871669831913","0.3839871669831913","0.3839871669831913","0.280408091465449","0.280408091465449","0.280408091465449","0.35071917585513557","0.35071917585513557","0.35071917585513557"
"29200","0.22747039842360028","0.22747039842360028","0.22747039842360028","0.3900880089748218","0.3900880089748218","0.3900880089748218","0.28278672778874303","0.28278672778874303","0.28278672778874303","0.34858631457059125","0.34858631457059125","0.34858631457059125"
"29250","0.22896512207642714","0.22896512207642714","0.22896512207642714","0.3905382196327865","0.3905382196327865","0.3905382196327865","0.281679191282871","0.281679191282871","0.281679191282871","0.3514168528070209","0.3514168528070209","0.3514168528070209"
"29300","0.23016586605388398","0.23016586605388398","0.23016586605388398","0.3907849078525964","0.3907849078525964","0.3907849078525964","0.28431801920203487","0.28431801920203487","0.28431801920203487","0.34933404445810606","0.34933404445810606","0.34933404445810606"
"29350","0.2253914547081177","0.2253914547081177","0.2253914547081177","0.37702504717386687","0.37702504717386687","0.37702504717386687","0.25998644760021794","0.25998644760021794","0.25998644760021794","0.3336877255485608","0.3336877255485608","0.3336877255485608"
"29400","0.24027687311172485","0.24027687311172485","0.24027687311172485","0.3613099534260599","0.3613099534260599","0.3613099534260599","0.2814136474932495","0.2814136474932495","0.2814136474932495","0.3301668245541422","0.3301668245541422","0.3301668245541422"
"29450","0.23649607681565815","0.23649607681565815","0.23649607681565815","0.37449706499538726","0.37449706499538726","0.37449706499538726","0.27533947286151705","0.27533947286151705","0.27533947286151705","0.3371292553723805","0.3371292553723805","0.3371292553723805"
"29500","0.234113007445227","0.234113007445227","0.234113007445227","0.37977263949472795","0.37977263949472795","0.37977263949472795","0.2806484324180267","0.2806484324180267","0.2806484324180267","0.33540861444039777","0.33540861444039777","0.33540861444039777"
"29550","0.23197982341578577","0.23197982341578577","0.23197982341578577","0.3828177959122489","0.3828177959122489","0.3828177959122489","0.2841820719495284","0.2841820719495284","0.2841820719495284","0.33457125017864514","0.33457125017864514","0.33457125017864514"
"29600","0.2306221621515958","0.2306221621515958","0.2306221621515958","0.38377325879274937","0.38377325879274937","0.38377325879274937","0.2840484198236811","0.2840484198236811","0.2840484198236811","0.33893986316262814","0.33893986316262814","0.33893986316262814"
"29650","0.22956213231649866","0.22956213231649866","0.22956213231649866","0.3849442029383285","0.3849442029383285","0.3849442029383285","0.2855986523116293","0.2855986523116293","0.2855986523116293","0.342925182606545","0.342925182606545","0.342925182606545"
"29700","0.23229637708356407","0.23229637708356407","0.23229637708356407","0.3848764210384577","0.3848764210384577","0.3848764210384577","0.2863873169618718","0.2863873169618718","0.2863873169618718","0.34483917889759896","0.34483917889759896","0.34483917889759896"
"29750","0.23355219406741007","0.23355219406741007","0.23355219406741007","0.3378338204962867","0.3378338204962867","0.3378338204962867","0.2655381590127945","0.2655381590127945","0.2655381590127945","0.3471722900867462","0.3471722900867462","0.3471722900867462"
"29800","0.21505613484803368","0.21505613484803368","0.21505613484803368","0.36150394590461954","0.36150394590461954","0.36150394590461954","0.26215320474961223","0.26215320474961223","0.26215320474961223","0.3300415254691068","0.3300415254691068","0.3300415254691068"
"29850","0.2134424337082439","0.2134424337082439","0.2134424337082439","0.3665828772165157","0.3665828772165157","0.3665828772165157","0.26433952119615345","0.26433952119615345","0.26433952119615345","0.3284357949539467","0.3284357949539467","0.3284357949539467"
"29900","0.21965138424892683","0.21965138424892683","0.21965138424892683","0.3740594887250179","0.3740594887250179","0.3740594887250179","0.26543912766753014","0.26543912766753014","0.26543912766753014","0.3315394532841605","0.3315394532841605","0.3315394532841605"
"29950","0.22187217137915022","0.22187217137915022","0.22187217137915022","0.3804007666542175","0.3804007666542175","0.3804007666542175","0.27134940738373614","0.27134940738373614","0.27134940738373614","0.32691987404163847","0.32691987404163847","0.32691987404163847"
"30000","0.22559674889372106","0.22559674889372106","0.22559674889372106","0.3821114508206384","0.3821114508206384","0.3821114508206384","0.27404766992518775","0.27404766992518775","0.27404766992518775","0.33348623404377387","0.33348623404377387","0.33348623404377387"
"30050","0.22598208696094912","0.22598208696094912","0.22598208696094912","0.3839816090331149","0.3839816090331149","0.3839816090331149","0.2810907121024915","0.2810907121024915","0.2810907121024915","0.3371401555057782","0.3371401555057782","0.3371401555057782"
"30100","0.22734566520560873","0.22734566520560873","0.22734566520560873","0.38473731720602355","0.38473731720602355","0.38473731720602355","0.2804790456573685","0.2804790456573685","0.2804790456573685","0.3376613820915098","0.3376613820915098","0.3376613820915098"
"30150","0.22151906111023642","0.22151906111023642","0.22151906111023642","0.3955475132573735","0.3955475132573735","0.3955475132573735","0.2649420211938294","0.2649420211938294","0.2649420211938294","0.33921359377828514","0.33921359377828514","0.33921359377828514"
"30200","0.23468706534898026","0.23468706534898026","0.23468706534898026","0.392447200544337","0.392447200544337","0.392447200544337","0.27141899869162983","0.27141899869162983","0.27141899869162983","0.3373887491353015","0.3373887491353015","0.3373887491353015"
"30250","0.23729053946832815","0.23729053946832815","0.23729053946832815","0.38578302330440944","0.38578302330440944","0.38578302330440944","0.2775103802689248","0.2775103802689248","0.2775103802689248","0.3362416849575109","0.3362416849575109","0.3362416849575109"
"30300","0.23677238288153077","0.23677238288153077","0.23677238288153077","0.38340366393634956","0.38340366393634956","0.38340366393634956","0.27819349301844526","0.27819349301844526","0.27819349301844526","0.3349419008825243","0.3349419008825243","0.3349419008825243"
"30350","0.2328589768988676","0.2328589768988676","0.2328589768988676","0.38443407617875786","0.38443407617875786","0.38443407617875786","0.27617162948504825","0.27617162948504825","0.27617162948504825","0.33430044902641265","0.33430044902641265","0.33430044902641265"
"30400","0.23347477815082285","0.23347477815082285","0.23347477815082285","0.38392131907396576","0.38392131907396576","0.38392131907396576","0.28010121297065904","0.28010121297065904","0.28010121297065904","0.3364792299919388","0.3364792299919388","0.3364792299919388"
"30450","0.23482509812903266","0.23482509812903266","0.23482509812903266","0.3855249460266773","0.3855249460266773","0.3855249460266773","0.2847021350333857","0.2847021350333857","0.2847021350333857","0.33475842690745067","0.33475842690745067","0.33475842690745067"
"30500","0.24982544779777527","0.24982544779777527","0.24982544779777527","0.3159214456876119","0.3159214456876119","0.3159214456876119","0.2686229745546977","0.2686229745546977","0.2686229745546977","0.346202810605367","0.346202810605367","0.346202810605367"
"30550","0.2199600854853414","0.2199600854853414","0.2199600854853414","0.36565184874354667","0.36565184874354667","0.36565184874354667","0.2736206479230017","0.2736206479230017","0.2736206479230017","0.34223435678572023","0.34223435678572023","0.34223435678572023"
"30600","0.22390432301366214","0.22390432301366214","0.22390432301366214","0.3683883803851396","0.3683883803851396","0.3683883803851396","0.27418393055790835","0.27418393055790835","0.27418393055790835","0.32677953914531227","0.32677953914531227","0.32677953914531227"
"30650","0.22550127114735397","0.22550127114735397","0.22550127114735397","0.3755963040527955","0.3755963040527955","0.3755963040527955","0.2745248492247139","0.2745248492247139","0.2745248492247139","0.3371593569423638","0.3371593569423638","0.3371593569423638"
"30700","0.22716729687939724","0.22716729687939724","0.22716729687939724","0.37369230000549936","0.37369230000549936","0.37369230000549936","0.27255718468738893","0.27255718468738893","0.27255718468738893","0.33967559157040317","0.33967559157040317","0.33967559157040317"
"30750","0.2210115919058973","0.2210115919058973","0.2210115919058973","0.3792392027825706","0.3792392027825706","0.3792392027825706","0.27974933851142175","0.27974933851142175","0.27974933851142175","0.33375135747340356","0.33375135747340356","0.33375135747340356"
"30800","0.2213223213360648","0.2213223213360648","0.2213223213360648","0.38081398994812476","0.38081398994812476","0.38081398994812476","0.28187426541111255","0.28187426541111255","0.28187426541111255","0.3363923123567411","0.3363923123567411","0.3363923123567411"
"30850","0.22491174904634864","0.22491174904634864","0.22491174904634864","0.3805859806939495","0.3805859806939495","0.3805859806939495","0.2823165908835765","0.2823165908835765","0.2823165908835765","0.3349522500808111","0.3349522500808111","0.3349522500808111"
"30900","0.22398515976965427","0.22398515976965427","0.22398515976965427","0.3798394352197647","0.3798394352197647","0.3798394352197647","0.2730648045738538","0.2730648045738538","0.2730648045738538","0.32706379890441895","0.32706379890441895","0.32706379890441895"
"30950","0.21335860293719075","0.21335860293719075","0.21335860293719075","0.3765002412180747","0.3765002412180747","0.3765002412180747","0.2688057021267952","0.2688057021267952","0.2688057021267952","0.3326670354412448","0.3326670354412448","0.3326670354412448"
"31000","0.21601203243647302","0.21601203243647302","0.21601203243647302","0.3800402179892574","0.3800402179892574","0.3800402179892574","0.2734515049627849","0.2734515049627849","0.2734515049627849","0.33359955224607674","0.33359955224607674","0.33359955224607674"
"31050","0.22171934427302561","0.22171934427302561","0.22171934427302561","0.37827739974966756","0.37827739974966756","0.37827739974966756","0.2761405535318233","0.2761405535318233","0.2761405535318233","0.3284531799547466","0.3284531799547466","0.3284531799547466"
"31100","0.21959379522727346","0.21959379522727346","0.21959379522727346","0.3779612497057555","0.3779612497057555","0.3779612497057555","0.2749391127869768","0.2749391127869768","0.2749391127869768","0.3286508910076798","0.3286508910076798","0.3286508910076798"
"31150","0.22048076324676738","0.22048076324676738","0.22048076324676738","0.37856079052195296","0.37856079052195296","0.37856079052195296","0.27748026823952","0.27748026823952","0.27748026823952","0.33620254473604316","0.33620254473604316","0.33620254473604316"
"31200","0.2216551484158024","0.2216551484158024","0.2216551484158024","0.3816200093103525","0.3816200093103525","0.3816200093103525","0.28308188576155746","0.28308188576155746","0.28308188576155746","0.3367531233204481","0.3367531233204481","0.3367531233204481"
"31250","0.2243114570927554","0.2243114570927554","0.2243114570927554","0.38322984665961557","0.38322984665961557","0.38322984665961557","0.2843562969680649","0.2843562969680649","0.2843562969680649","0.33810878405090194","0.33810878405090194","0.33810878405090194"
"31300","0.20057957442033858","0.20057957442033858","0.20057957442033858","0.3650662068809782","0.3650662068809782","0.3650662068809782","0.2876099419026148","0.2876099419026148","0.2876099419026148","0.32413552346683683","0.32413552346683683","0.32413552346683683"
"31350","0.19802598749667827","0.19802598749667827","0.19802598749667827","0.3881158306145332","0.3881158306145332","0.3881158306145332","0.27057735496003865","0.27057735496003865","0.27057735496003865","0.3341099418384928","0.3341099418384928","0.3341099418384928"
"31400","0.2045834147609955","0.2045834147609955","0.2045834147609955","0.38492599018841733","0.38492599018841733","0.38492599018841733","0.27641741463468095","0.27641741463468095","0.27641741463468095","0.3276805583356826","0.3276805583356826","0.3276805583356826"
"31450","0.21613771050122746","0.21613771050122746","0.21613771050122746","0.3827004869256103","0.3827004869256103","0.3827004869256103","0.2772797403628366","0.2772797403628366","0.2772797403628366","0.32974603362599314","0.32974603362599314","0.32974603362599314"
"31500","0.22020804710113084","0.22020804710113084","0.22020804710113084","0.3778774202274521","0.3778774202274521","0.3778774202274521","0.2767665423284289","0.2767665423284289","0.2767665423284289","0.32947461084542773","0.32947461084542773","0.32947461084542773"
"31550","0.22220407555573982","0.22220407555573982","0.22220407555573982","0.3807334965335487","0.3807334965335487","0.3807334965335487","0.2763801064768401","0.2763801064768401","0.2763801064768401","0.32781815253940455","0.32781815253940455","0.32781815253940455"
"31600","0.2244569504883059","0.2244569504883059","0.2244569504883059","0.37866463607345413","0.37866463607345413","0.37866463607345413","0.2802671972557763","0.2802671972557763","0.2802671972557763","0.33265500035241385","0.33265500035241385","0.33265500035241385"
"31650","0.2246760969574882","0.2246760969574882","0.2246760969574882","0.37901831476514874","0.37901831476514874","0.37901831476514874","0.2811001506696814","0.2811001506696814","0.2811001506696814","0.33381314410996243","0.33381314410996243","0.33381314410996243"
"31700","0.2156648891667525","0.2156648891667525","0.2156648891667525","0.36884959836800896","0.36884959836800896","0.36884959836800896","0.27238654494285586","0.27238654494285586","0.27238654494285586","0.3322617381811142","0.3322617381811142","0.3322617381811142"
"31750","0.21524437060579657","0.21524437060579657","0.21524437060579657","0.3733384694904089","0.3733384694904089","0.3733384694904089","0.2750156246125698","0.2750156246125698","0.2750156246125698","0.33203970175236464","0.33203970175236464","0.33203970175236464"
"31800","0.21867815983983185","0.21867815983983185","0.21867815983983185","0.3633919208095624","0.3633919208095624","0.3633919208095624","0.2820308663524114","0.2820308663524114","0.2820308663524114","0.32722005729491893","0.32722005729491893","0.32722005729491893"
"31850","0.22551677239437898","0.22551677239437898","0.22551677239437898","0.3665749997728401","0.3665749997728401","0.3665749997728401","0.2818986343840758","0.2818986343840758","0.2818986343840758","0.3282493030031522","0.3282493030031522","0.3282493030031522"
"31900","0.22682275645758795","0.22682275645758795","0.22682275645758795","0.3660033740427183","0.3660033740427183","0.3660033740427183","0.28275190753781276","0.28275190753781276","0.28275190753781276","0.33316444774036824","0.33316444774036824","0.33316444774036824"
"31950","0.22850994614085982","0.22850994614085982","0.22850994614085982","0.3674470285219806","0.3674470285219806","0.3674470285219806","0.2821107336453029","0.2821107336453029","0.2821107336453029","0.33292543664574625","0.33292543664574625","0.33292543664574625"
"32000","0.22439216797550518","0.22439216797550518","0.22439216797550518","0.36723030263727363","0.36723030263727363","0.36723030263727363","0.28219489644874224","0.28219489644874224","0.28219489644874224","0.3324805021286011","0.3324805021286011","0.3324805021286011"
"32050","0.22532879431781017","0.22532879431781017","0.22532879431781017","0.36718902195754805","0.36718902195754805","0.36718902195754805","0.28212788195202226","0.28212788195202226","0.28212788195202226","0.3332557086097567","0.3332557086097567","0.3332557086097567"
"32100","0.2310774742792814","0.2310774742792814","0.2310774742792814","0.34724888052695835","0.34724888052695835","0.34724888052695835","0.2664361523512082","0.2664361523512082","0.2664361523512082","0.2949784932992397","0.2949784932992397","0.2949784932992397"
"32150","0.22678842872716068","0.22678842872716068","0.22678842872716068","0.3495521515272976","0.3495521515272976","0.3495521515272976","0.26502191333958275","0.26502191333958275","0.26502191333958275","0.3194482967759786","0.3194482967759786","0.3194482967759786"
"32200","0.22310066603713755","0.22310066603713755","0.22310066603713755","0.354572263338583","0.354572263338583","0.354572263338583","0.2659191737929694","0.2659191737929694","0.2659191737929694","0.3130913688767728","0.3130913688767728","0.3130913688767728"
"32250","0.22199734331911833","0.22199734331911833","0.22199734331911833","0.36159649349394296","0.36159649349394296","0.36159649349394296","0.2700690236041155","0.2700690236041155","0.2700690236041155","0.3186901039862759","0.3186901039862759","0.3186901039862759"
"32300","0.22083849054624846","0.22083849054624846","0.22083849054624846","0.36638163884314534","0.36638163884314534","0.36638163884314534","0.2728982363909358","0.2728982363909358","0.2728982363909358","0.3201608325522315","0.3201608325522315","0.3201608325522315"
"32350","0.22242317312625864","0.22242317312625864","0.22242317312625864","0.3685089752438984","0.3685089752438984","0.3685089752438984","0.2728164518786962","0.2728164518786962","0.2728164518786962","0.3278135937287321","0.3278135937287321","0.3278135937287321"
"32400","0.2238240427060113","0.2238240427060113","0.2238240427060113","0.3673275699921414","0.3673275699921414","0.3673275699921414","0.2764402422669363","0.2764402422669363","0.2764402422669363","0.3274897618279696","0.3274897618279696","0.3274897618279696"
"32450","0.2261758118025135","0.2261758118025135","0.2261758118025135","0.3694756288071831","0.3694756288071831","0.3694756288071831","0.2799450734050844","0.2799450734050844","0.2799450734050844","0.3309870582160116","0.3309870582160116","0.3309870582160116"
"32500","0.21486428348968425","0.21486428348968425","0.21486428348968425","0.35521073794613284","0.35521073794613284","0.35521073794613284","0.26125583487252396","0.26125583487252396","0.26125583487252396","0.3094647905478875","0.3094647905478875","0.3094647905478875"
"32550","0.216789575255647","0.216789575255647","0.216789575255647","0.36478098907641004","0.36478098907641004","0.36478098907641004","0.26377420431497145","0.26377420431497145","0.26377420431497145","0.31545773483052547","0.31545773483052547","0.31545773483052547"
"32600","0.2191165258755555","0.2191165258755555","0.2191165258755555","0.3601537053850857","0.3601537053850857","0.3601537053850857","0.26370134265036194","0.26370134265036194","0.26370134265036194","0.3193985979903389","0.3193985979903389","0.3193985979903389"
"32650","0.2213390027784338","0.2213390027784338","0.2213390027784338","0.36130807593916403","0.36130807593916403","0.36130807593916403","0.26676734145542585","0.26676734145542585","0.26676734145542585","0.32057769912661926","0.32057769912661926","0.32057769912661926"
"32700","0.22163033707728308","0.22163033707728308","0.22163033707728308","0.3619982889222522","0.3619982889222522","0.3619982889222522","0.2713518768789307","0.2713518768789307","0.2713518768789307","0.32367292569289285","0.32367292569289285","0.32367292569289285"
"32750","0.2258521727717563","0.2258521727717563","0.2258521727717563","0.36445581627972173","0.36445581627972173","0.36445581627972173","0.27250778220043886","0.27250778220043886","0.27250778220043886","0.3198427093909091","0.3198427093909091","0.3198427093909091"
"32800","0.22564348490673236","0.22564348490673236","0.22564348490673236","0.3633725346419318","0.3633725346419318","0.3633725346419318","0.2747682634655429","0.2747682634655429","0.2747682634655429","0.32714907319723874","0.32714907319723874","0.32714907319723874"
"32850","0.22824037820100784","0.22824037820100784","0.22824037820100784","0.29751431941986084","0.29751431941986084","0.29751431941986084","0.2452579630272729","0.2452579630272729","0.2452579630272729","0.32264663917677744","0.32264663917677744","0.32264663917677744"
"32900","0.22413866130406396","0.22413866130406396","0.22413866130406396","0.3319591547836337","0.3319591547836337","0.3319591547836337","0.26823761719360684","0.26823761719360684","0.26823761719360684","0.29795073469479877","0.29795073469479877","0.29795073469479877"
"32950","0.2168394614742181","0.2168394614742181","0.2168394614742181","0.34580416907773953","0.34580416907773953","0.34580416907773953","0.2613175993210801","0.2613175993210801","0.2613175993210801","0.3096966864628212","0.3096966864628212","0.3096966864628212"
"33000","0.21391754246251599","0.21391754246251599","0.21391754246251599","0.3539145615450136","0.3539145615450136","0.3539145615450136","0.26419753889749004","0.26419753889749004","0.26419753889749004","0.3143009306139247","0.3143009306139247","0.3143009306139247"
"33050","0.21693001673129444","0.21693001673129444","0.21693001673129444","0.3616463013605219","0.3616463013605219","0.3616463013605219","0.2699197262957476","0.2699197262957476","0.2699197262957476","0.31804173529723995","0.31804173529723995","0.31804173529723995"
"33100","0.2160475617600786","0.2160475617600786","0.2160475617600786","0.36050151990081547","0.36050151990081547","0.36050151990081547","0.2700303955300773","0.2700303955300773","0.2700303955300773","0.31835175041790603","0.31835175041790603","0.31835175041790603"
