"Step","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss__MIN","20251218-210813-stage1-CIFAR10-ResNet18-sigmoid-4.0 - train/loss__MAX","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss__MIN","20251218-210657-stage1-CIFAR10-VGG19-sigmoid-4.0 - train/loss__MAX","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss__MIN","20251218-210018-stage1-CIFAR10-VGG8-sigmoid-4.0 - train/loss__MAX","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss__MIN","20251218-205922-stage1-CIFAR10-VGG16-sigmoid-4.0 - train/loss__MAX"
"800","1.2872868399871022","1.2872868399871022","1.2872868399871022","1.7834809704830772","1.7834809704830772","1.7834809704830772","1.122213834210446","1.122213834210446","1.122213834210446","1.6034340482009084","1.6034340482009084","1.6034340482009084"
"850","1.2171634357908498","1.2171634357908498","1.2171634357908498","1.7605907381444736","1.7605907381444736","1.7605907381444736","1.1361538024916165","1.1361538024916165","1.1361538024916165","1.5471963398698447","1.5471963398698447","1.5471963398698447"
"900","1.1915700525796713","1.1915700525796713","1.1915700525796713","1.7325626832096517","1.7325626832096517","1.7325626832096517","1.1325151359333712","1.1325151359333712","1.1325151359333712","1.5372333115890247","1.5372333115890247","1.5372333115890247"
"950","1.1782974138767761","1.1782974138767761","1.1782974138767761","1.7304160954684196","1.7304160954684196","1.7304160954684196","1.1185169255239724","1.1185169255239724","1.1185169255239724","1.5149259461453681","1.5149259461453681","1.5149259461453681"
"1000","1.1614182370982757","1.1614182370982757","1.1614182370982757","1.7185034545044922","1.7185034545044922","1.7185034545044922","1.1089145260858753","1.1089145260858753","1.1089145260858753","1.5028009594303289","1.5028009594303289","1.5028009594303289"
"1050","1.140247386627481","1.140247386627481","1.140247386627481","1.7072162832026145","1.7072162832026145","1.7072162832026145","1.1031922722394583","1.1031922722394583","1.1031922722394583","1.488595034553216","1.488595034553216","1.488595034553216"
"1100","1.1348489812549005","1.1348489812549005","1.1348489812549005","1.6972864993313637","1.6972864993313637","1.6972864993313637","1.0937493983480997","1.0937493983480997","1.0937493983480997","1.4793066234797894","1.4793066234797894","1.4793066234797894"
"1150","1.1240581377411922","1.1240581377411922","1.1240581377411922","1.6846947589217809","1.6846947589217809","1.6846947589217809","1.0840981596207555","1.0840981596207555","1.0840981596207555","1.464787723895334","1.464787723895334","1.464787723895334"
"1200","1.0162572179521834","1.0162572179521834","1.0162572179521834","1.572373024054936","1.572373024054936","1.572373024054936","0.9808290302753448","0.9808290302753448","0.9808290302753448","1.3735718258789607","1.3735718258789607","1.3735718258789607"
"1250","1.022531698147456","1.022531698147456","1.022531698147456","1.5690846366760058","1.5690846366760058","1.5690846366760058","0.9633297698620038","0.9633297698620038","0.9633297698620038","1.3598528978152153","1.3598528978152153","1.3598528978152153"
"1300","1.0086829457432032","1.0086829457432032","1.0086829457432032","1.5620380472391844","1.5620380472391844","1.5620380472391844","0.9850611523725092","0.9850611523725092","0.9850611523725092","1.347953108139336","1.347953108139336","1.347953108139336"
"1350","0.998962207456653","0.998962207456653","0.998962207456653","1.5556490461478072","1.5556490461478072","1.5556490461478072","0.976520723506306","0.976520723506306","0.976520723506306","1.3313859439967723","1.3313859439967723","1.3313859439967723"
"1400","0.9909311127767229","0.9909311127767229","0.9909311127767229","1.543500153119104","1.543500153119104","1.543500153119104","0.9781271938169211","0.9781271938169211","0.9781271938169211","1.3258681129990963","1.3258681129990963","1.3258681129990963"
"1450","0.9829771304302078","0.9829771304302078","0.9829771304302078","1.5359265555580743","1.5359265555580743","1.5359265555580743","0.9780562144818066","0.9780562144818066","0.9780562144818066","1.315279088860793","1.315279088860793","1.315279088860793"
"1500","0.9737705510200524","0.9737705510200524","0.9737705510200524","1.5267942656831044","1.5267942656831044","1.5267942656831044","0.9743761409346651","0.9743761409346651","0.9743761409346651","1.3098041684162327","1.3098041684162327","1.3098041684162327"
"1550","0.9713385474114191","0.9713385474114191","0.9713385474114191","1.5130171842045255","1.5130171842045255","1.5130171842045255","0.9660744924078543","0.9660744924078543","0.9660744924078543","1.3023789890859492","1.3023789890859492","1.3023789890859492"
"1600","0.8742284678124093","0.8742284678124093","0.8742284678124093","1.4572054888751056","1.4572054888751056","1.4572054888751056","0.8618243272240097","0.8618243272240097","0.8618243272240097","1.221874330494855","1.221874330494855","1.221874330494855"
"1650","0.8956651947964197","0.8956651947964197","0.8956651947964197","1.426900419695624","1.426900419695624","1.426900419695624","0.8748298116113947","0.8748298116113947","0.8748298116113947","1.2319207177765068","1.2319207177765068","1.2319207177765068"
"1700","0.8871547388334344","0.8871547388334344","0.8871547388334344","1.419789754561264","1.419789754561264","1.419789754561264","0.8833196202333826","0.8833196202333826","0.8833196202333826","1.2230161907028978","1.2230161907028978","1.2230161907028978"
"1750","0.8738448992769986","0.8738448992769986","0.8738448992769986","1.412395185327785","1.412395185327785","1.412395185327785","0.8773520470940493","0.8773520470940493","0.8773520470940493","1.2157235757552367","1.2157235757552367","1.2157235757552367"
"1800","0.8674663275103026","0.8674663275103026","0.8674663275103026","1.403025521507746","1.403025521507746","1.403025521507746","0.8754757029094776","0.8754757029094776","0.8754757029094776","1.2065650966600023","1.2065650966600023","1.2065650966600023"
"1850","0.857950793118427","0.857950793118427","0.857950793118427","1.3959226940567069","1.3959226940567069","1.3959226940567069","0.8751337767062702","0.8751337767062702","0.8751337767062702","1.1991708446878173","1.1991708446878173","1.1991708446878173"
"1900","0.8517107657579711","0.8517107657579711","0.8517107657579711","1.386506908017733","1.386506908017733","1.386506908017733","0.8696579107191159","0.8696579107191159","0.8696579107191159","1.196096716542626","1.196096716542626","1.196096716542626"
"1950","0.8482477128967758","0.8482477128967758","0.8482477128967758","1.379672737084618","1.379672737084618","1.379672737084618","0.8677468781939465","0.8677468781939465","0.8677468781939465","1.1917942183270318","1.1917942183270318","1.1917942183270318"
"2000","0.7610839177732882","0.7610839177732882","0.7610839177732882","1.3610227885453596","1.3610227885453596","1.3610227885453596","0.8258782521538113","0.8258782521538113","0.8258782521538113","1.1368449757928434","1.1368449757928434","1.1368449757928434"
"2050","0.7667577502628168","0.7667577502628168","0.7667577502628168","1.345561797420184","1.345561797420184","1.345561797420184","0.8054830717543761","0.8054830717543761","0.8054830717543761","1.1067933018008869","1.1067933018008869","1.1067933018008869"
"2100","0.7633302060708608","0.7633302060708608","0.7633302060708608","1.321614587551927","1.321614587551927","1.321614587551927","0.8030608361714506","0.8030608361714506","0.8030608361714506","1.1058027250309512","1.1058027250309512","1.1058027250309512"
"2150","0.7623106560536793","0.7623106560536793","0.7623106560536793","1.3110501623275328","1.3110501623275328","1.3110501623275328","0.8045648458052654","0.8045648458052654","0.8045648458052654","1.1018327112708772","1.1018327112708772","1.1018327112708772"
"2200","0.7588144332412782","0.7588144332412782","0.7588144332412782","1.29956041530865","1.29956041530865","1.29956041530865","0.8069816609708275","0.8069816609708275","0.8069816609708275","1.0965547227277987","1.0965547227277987","1.0965547227277987"
"2250","0.7572092840800414","0.7572092840800414","0.7572092840800414","1.2928019047186181","1.2928019047186181","1.2928019047186181","0.8037837069179561","0.8037837069179561","0.8037837069179561","1.0879014285432327","1.0879014285432327","1.0879014285432327"
"2300","0.754860748100832","0.754860748100832","0.754860748100832","1.2837439742736045","1.2837439742736045","1.2837439742736045","0.8014666643101356","0.8014666643101356","0.8014666643101356","1.0880115338832657","1.0880115338832657","1.0880115338832657"
"2350","0.717543613910675","0.717543613910675","0.717543613910675","1.261763072013855","1.261763072013855","1.261763072013855","0.8044423699378968","0.8044423699378968","0.8044423699378968","0.9681857824325562","0.9681857824325562","0.9681857824325562"
"2400","0.7083747365257956","0.7083747365257956","0.7083747365257956","1.2084585666656493","1.2084585666656493","1.2084585666656493","0.7652168122204868","0.7652168122204868","0.7652168122204868","1.021993678266352","1.021993678266352","1.021993678266352"
"2450","0.692129783970969","0.692129783970969","0.692129783970969","1.2193389574686686","1.2193389574686686","1.2193389574686686","0.768007052512396","0.768007052512396","0.768007052512396","1.0249981948307583","1.0249981948307583","1.0249981948307583"
"2500","0.6933872294041419","0.6933872294041419","0.6933872294041419","1.20950386370382","1.20950386370382","1.20950386370382","0.7661688777708238","0.7661688777708238","0.7661688777708238","1.0233129739761353","1.0233129739761353","1.0233129739761353"
"2550","0.6920372144478123","0.6920372144478123","0.6920372144478123","1.198487682458831","1.198487682458831","1.198487682458831","0.7550255784174291","0.7550255784174291","0.7550255784174291","1.0179597842984083","1.0179597842984083","1.0179597842984083"
"2600","0.6919054613393896","0.6919054613393896","0.6919054613393896","1.1956931020699295","1.1956931020699295","1.1956931020699295","0.7532831958695954","0.7532831958695954","0.7532831958695954","1.0147731879178215","1.0147731879178215","1.0147731879178215"
"2650","0.6883218575696476","0.6883218575696476","0.6883218575696476","1.190292058616388","1.190292058616388","1.190292058616388","0.7531252077368439","0.7531252077368439","0.7531252077368439","1.013630021790989","1.013630021790989","1.013630021790989"
"2700","0.689115615629814","0.689115615629814","0.689115615629814","1.1876577073419599","1.1876577073419599","1.1876577073419599","0.7485341150995711","0.7485341150995711","0.7485341150995711","1.0114954901413178","1.0114954901413178","1.0114954901413178"
"2750","0.629492170044354","0.629492170044354","0.629492170044354","1.0948802360466547","1.0948802360466547","1.0948802360466547","0.70106212581907","0.70106212581907","0.70106212581907","0.9635951859610421","0.9635951859610421","0.9635951859610421"
"2800","0.650781701784581","0.650781701784581","0.650781701784581","1.145307594910264","1.145307594910264","1.145307594910264","0.6970055364072323","0.6970055364072323","0.6970055364072323","0.9583266396075487","0.9583266396075487","0.9583266396075487"
"2850","0.6560262784100416","0.6560262784100416","0.6560262784100416","1.1424486124724673","1.1424486124724673","1.1424486124724673","0.7197188991203642","0.7197188991203642","0.7197188991203642","0.9416474266010418","0.9416474266010418","0.9416474266010418"
"2900","0.6546692850022782","0.6546692850022782","0.6546692850022782","1.133087932700064","1.133087932700064","1.133087932700064","0.7173784607794227","0.7173784607794227","0.7173784607794227","0.9384871125221252","0.9384871125221252","0.9384871125221252"
"2950","0.6485943824888389","0.6485943824888389","0.6485943824888389","1.127074166714588","1.127074166714588","1.127074166714588","0.7088510463727968","0.7088510463727968","0.7088510463727968","0.9390939769343795","0.9390939769343795","0.9390939769343795"
"3000","0.6450475423850797","0.6450475423850797","0.6450475423850797","1.12746936127995","1.12746936127995","1.12746936127995","0.704696293807391","0.704696293807391","0.704696293807391","0.9385949675783967","0.9385949675783967","0.9385949675783967"
"3050","0.6446693215970021","0.6446693215970021","0.6446693215970021","1.1248846319830341","1.1248846319830341","1.1248846319830341","0.704559995869922","0.704559995869922","0.704559995869922","0.9348353618269514","0.9348353618269514","0.9348353618269514"
"3100","0.6390940321834533","0.6390940321834533","0.6390940321834533","1.1222298592329025","1.1222298592329025","1.1222298592329025","0.7057785778255253","0.7057785778255253","0.7057785778255253","0.9271940168116118","0.9271940168116118","0.9271940168116118"
"3150","0.5975973139638486","0.5975973139638486","0.5975973139638486","1.03578563876774","1.03578563876774","1.03578563876774","0.6611200700635496","0.6611200700635496","0.6611200700635496","0.8695163389910823","0.8695163389910823","0.8695163389910823"
"3200","0.6065543004094738","0.6065543004094738","0.6065543004094738","1.0518626587031639","1.0518626587031639","1.0518626587031639","0.6580252100343573","0.6580252100343573","0.6580252100343573","0.8672369922677131","0.8672369922677131","0.8672369922677131"
"3250","0.6009605943672056","0.6009605943672056","0.6009605943672056","1.0607841339537767","1.0607841339537767","1.0607841339537767","0.6704938290564995","0.6704938290564995","0.6704938290564995","0.8710290125715054","0.8710290125715054","0.8710290125715054"
"3300","0.5934997550669433","0.5934997550669433","0.5934997550669433","1.0591245348742933","1.0591245348742933","1.0591245348742933","0.6716414996654312","0.6716414996654312","0.6716414996654312","0.8683190090807876","0.8683190090807876","0.8683190090807876"
"3350","0.5991883887303784","0.5991883887303784","0.5991883887303784","1.0538188959451","1.0538188959451","1.0538188959451","0.6748099551607141","0.6748099551607141","0.6748099551607141","0.8670198377472402","0.8670198377472402","0.8670198377472402"
"3400","0.6029315788448949","0.6029315788448949","0.6029315788448949","1.054952003798642","1.054952003798642","1.054952003798642","0.6735437053900498","0.6735437053900498","0.6735437053900498","0.8667820877644605","0.8667820877644605","0.8667820877644605"
"3450","0.5985678914161658","0.5985678914161658","0.5985678914161658","1.0516090153171551","1.0516090153171551","1.0516090153171551","0.67188081634303","0.67188081634303","0.67188081634303","0.8651181651342764","0.8651181651342764","0.8651181651342764"
"3500","0.5988755556917063","0.5988755556917063","0.5988755556917063","1.0459192417581982","1.0459192417581982","1.0459192417581982","0.6729621874423193","0.6729621874423193","0.6729621874423193","0.8628586895024808","0.8628586895024808","0.8628586895024808"
"3550","0.5844689402729273","0.5844689402729273","0.5844689402729273","0.9722612295299768","0.9722612295299768","0.9722612295299768","0.63627814874053","0.63627814874053","0.63627814874053","0.8630627524107695","0.8630627524107695","0.8630627524107695"
"3600","0.5763265726769843","0.5763265726769843","0.5763265726769843","0.9857840545293761","0.9857840545293761","0.9857840545293761","0.6419879089041454","0.6419879089041454","0.6419879089041454","0.8293732608236918","0.8293732608236918","0.8293732608236918"
"3650","0.5743472826751795","0.5743472826751795","0.5743472826751795","0.9922606990192876","0.9922606990192876","0.9922606990192876","0.6367902999574487","0.6367902999574487","0.6367902999574487","0.8290235129269686","0.8290235129269686","0.8290235129269686"
"3700","0.5728348112040824","0.5728348112040824","0.5728348112040824","0.9893747722054576","0.9893747722054576","0.9893747722054576","0.6314744151883073","0.6314744151883073","0.6314744151883073","0.8234143591189123","0.8234143591189123","0.8234143591189123"
"3750","0.5686925955373665","0.5686925955373665","0.5686925955373665","0.9905040708595308","0.9905040708595308","0.9905040708595308","0.637788607899485","0.637788607899485","0.637788607899485","0.8227541259136694","0.8227541259136694","0.8227541259136694"
"3800","0.5665717339473413","0.5665717339473413","0.5665717339473413","0.9846465870843711","0.9846465870843711","0.9846465870843711","0.6363823222564468","0.6363823222564468","0.6363823222564468","0.8227211659681712","0.8227211659681712","0.8227211659681712"
"3850","0.5674155714461603","0.5674155714461603","0.5674155714461603","0.980510195515242","0.980510195515242","0.980510195515242","0.6366837442100767","0.6366837442100767","0.6366837442100767","0.8185032214744982","0.8185032214744982","0.8185032214744982"
"3900","0.567424858193747","0.567424858193747","0.567424858193747","0.9811624135646521","0.9811624135646521","0.9811624135646521","0.6395473360079121","0.6395473360079121","0.6395473360079121","0.8161512841104837","0.8161512841104837","0.8161512841104837"
"3950","0.5481348219441204","0.5481348219441204","0.5481348219441204","0.9523124113315489","0.9523124113315489","0.9523124113315489","0.586086812542706","0.586086812542706","0.586086812542706","0.7520028977859311","0.7520028977859311","0.7520028977859311"
"4000","0.5322413126845936","0.5322413126845936","0.5322413126845936","0.9381740256980226","0.9381740256980226","0.9381740256980226","0.6083974533683651","0.6083974533683651","0.6083974533683651","0.7616770686684075","0.7616770686684075","0.7616770686684075"
"4050","0.5310948110641317","0.5310948110641317","0.5310948110641317","0.9342616542856744","0.9342616542856744","0.9342616542856744","0.6074367224747408","0.6074367224747408","0.6074367224747408","0.7539878263541148","0.7539878263541148","0.7539878263541148"
"4100","0.531360819857782","0.531360819857782","0.531360819857782","0.9355299357344343","0.9355299357344343","0.9355299357344343","0.61006126353878","0.61006126353878","0.61006126353878","0.7586422815372806","0.7586422815372806","0.7586422815372806"
"4150","0.530767656089854","0.530767656089854","0.530767656089854","0.9321880362835168","0.9321880362835168","0.9321880362835168","0.6153805013514159","0.6153805013514159","0.6153805013514159","0.7666854353861196","0.7666854353861196","0.7666854353861196"
"4200","0.5301659965433206","0.5301659965433206","0.5301659965433206","0.9334491929647439","0.9334491929647439","0.9334491929647439","0.6158814650425797","0.6158814650425797","0.6158814650425797","0.7662609324012835","0.7662609324012835","0.7662609324012835"
"4250","0.5322558317890614","0.5322558317890614","0.5322558317890614","0.9301344942836818","0.9301344942836818","0.9301344942836818","0.6169308717649353","0.6169308717649353","0.6169308717649353","0.7676642198017266","0.7676642198017266","0.7676642198017266"
"4300","0.5331927255058289","0.5331927255058289","0.5331927255058289","0.9277509360122681","0.9277509360122681","0.9277509360122681","0.6168733301353455","0.6168733301353455","0.6168733301353455","0.7656951906585694","0.7656951906585694","0.7656951906585694"
"4350","0.5374165260791779","0.5374165260791779","0.5374165260791779","0.8731202125549317","0.8731202125549317","0.8731202125549317","0.587299438714981","0.587299438714981","0.587299438714981","0.7656255888938904","0.7656255888938904","0.7656255888938904"
"4400","0.5187941315770149","0.5187941315770149","0.5187941315770149","0.8824047833681107","0.8824047833681107","0.8824047833681107","0.5945499953627587","0.5945499953627587","0.5945499953627587","0.751713696718216","0.751713696718216","0.751713696718216"
"4450","0.517496831814448","0.517496831814448","0.517496831814448","0.8803284736474355","0.8803284736474355","0.8803284736474355","0.5921910272041957","0.5921910272041957","0.5921910272041957","0.7400925753513972","0.7400925753513972","0.7400925753513972"
"4500","0.519542991220951","0.519542991220951","0.519542991220951","0.878958191871643","0.878958191871643","0.878958191871643","0.5928851391375065","0.5928851391375065","0.5928851391375065","0.7442553175985813","0.7442553175985813","0.7442553175985813"
"4550","0.5155432568788528","0.5155432568788528","0.5155432568788528","0.8798119530677796","0.8798119530677796","0.8798119530677796","0.5919263513088227","0.5919263513088227","0.5919263513088227","0.7461324623823166","0.7461324623823166","0.7461324623823166"
"4600","0.5136443174878756","0.5136443174878756","0.5136443174878756","0.8803032298882802","0.8803032298882802","0.8803032298882802","0.5935708345969518","0.5935708345969518","0.5935708345969518","0.7437858509023985","0.7437858509023985","0.7437858509023985"
"4650","0.5142972533191953","0.5142972533191953","0.5142972533191953","0.8760274251869746","0.8760274251869746","0.8760274251869746","0.5923538486446653","0.5923538486446653","0.5923538486446653","0.7419396358728408","0.7419396358728408","0.7419396358728408"
"4700","0.4996437264813317","0.4996437264813317","0.4996437264813317","0.810468402173784","0.810468402173784","0.810468402173784","0.578509185049269","0.578509185049269","0.578509185049269","0.6724234223365784","0.6724234223365784","0.6724234223365784"
"4750","0.4918330453209958","0.4918330453209958","0.4918330453209958","0.8271802896160191","0.8271802896160191","0.8271802896160191","0.5829181499400381","0.5829181499400381","0.5829181499400381","0.7039547491881807","0.7039547491881807","0.7039547491881807"
"4800","0.5029966267970724","0.5029966267970724","0.5029966267970724","0.8323321265911837","0.8323321265911837","0.8323321265911837","0.5863629349874794","0.5863629349874794","0.5863629349874794","0.6987777259371696","0.6987777259371696","0.6987777259371696"
"4850","0.49473785229449","0.49473785229449","0.49473785229449","0.8357719696542751","0.8357719696542751","0.8357719696542751","0.5755626561131867","0.5755626561131867","0.5755626561131867","0.6988936883848418","0.6988936883848418","0.6988936883848418"
"4900","0.4933487479196211","0.4933487479196211","0.4933487479196211","0.8311267050259421","0.8311267050259421","0.8311267050259421","0.5794947781916441","0.5794947781916441","0.5794947781916441","0.7007068201685637","0.7007068201685637","0.7007068201685637"
"4950","0.48936873846993023","0.48936873846993023","0.48936873846993023","0.8313723056933134","0.8313723056933134","0.8313723056933134","0.577319710526227","0.577319710526227","0.577319710526227","0.7024173982815393","0.7024173982815393","0.7024173982815393"
"5000","0.48703415021541435","0.48703415021541435","0.48703415021541435","0.8307222696955536","0.8307222696955536","0.8307222696955536","0.5769963155479493","0.5769963155479493","0.5769963155479493","0.7025409358219036","0.7025409358219036","0.7025409358219036"
"5050","0.48782089153372143","0.48782089153372143","0.48782089153372143","0.8310392684923241","0.8310392684923241","0.8310392684923241","0.5779187563070015","0.5779187563070015","0.5779187563070015","0.7012098634143393","0.7012098634143393","0.7012098634143393"
"5100","0.4677172319756614","0.4677172319756614","0.4677172319756614","0.7890151739120483","0.7890151739120483","0.7890151739120483","0.5672990497615602","0.5672990497615602","0.5672990497615602","0.6537058121628232","0.6537058121628232","0.6537058121628232"
"5150","0.4822676129200879","0.4822676129200879","0.4822676129200879","0.7955671198227826","0.7955671198227826","0.7955671198227826","0.5420499851598459","0.5420499851598459","0.5420499851598459","0.6633439204272102","0.6633439204272102","0.6633439204272102"
"5200","0.4772251253410921","0.4772251253410921","0.4772251253410921","0.799810001405619","0.799810001405619","0.799810001405619","0.5511822915178234","0.5511822915178234","0.5511822915178234","0.6722044581073826","0.6722044581073826","0.6722044581073826"
"5250","0.4766710189481576","0.4766710189481576","0.4766710189481576","0.799994554902826","0.799994554902826","0.799994554902826","0.5515720109854426","0.5515720109854426","0.5515720109854426","0.6716175068702016","0.6716175068702016","0.6716175068702016"
"5300","0.4757077229132346","0.4757077229132346","0.4757077229132346","0.7952357311861231","0.7952357311861231","0.7952357311861231","0.5528786137289957","0.5528786137289957","0.5528786137289957","0.6755252111395564","0.6755252111395564","0.6755252111395564"
"5350","0.4751821314888214","0.4751821314888214","0.4751821314888214","0.7942966916667882","0.7942966916667882","0.7942966916667882","0.5505899614584979","0.5505899614584979","0.5505899614584979","0.6773751259072504","0.6773751259072504","0.6773751259072504"
"5400","0.4768945457612943","0.4768945457612943","0.4768945457612943","0.7912905664189057","0.7912905664189057","0.7912905664189057","0.5512097442300065","0.5512097442300065","0.5512097442300065","0.6751268924969547","0.6751268924969547","0.6751268924969547"
"5450","0.4767548479139805","0.4767548479139805","0.4767548479139805","0.7917216028208318","0.7917216028208318","0.7917216028208318","0.5512448852152928","0.5512448852152928","0.5512448852152928","0.6761908740939006","0.6761908740939006","0.6761908740939006"
"5500","0.42815732183279814","0.42815732183279814","0.42815732183279814","0.7534158759646945","0.7534158759646945","0.7534158759646945","0.5579155374456335","0.5579155374456335","0.5579155374456335","0.6474871745815983","0.6474871745815983","0.6474871745815983"
"5550","0.4436078288338401","0.4436078288338401","0.4436078288338401","0.7663809378425797","0.7663809378425797","0.7663809378425797","0.5415804386138916","0.5415804386138916","0.5415804386138916","0.64509747245095","0.64509747245095","0.64509747245095"
"5600","0.4487320241026991","0.4487320241026991","0.4487320241026991","0.7728238058841135","0.7728238058841135","0.7728238058841135","0.5365290740343529","0.5365290740343529","0.5365290740343529","0.6325842590313259","0.6325842590313259","0.6325842590313259"
"5650","0.4498593211174011","0.4498593211174011","0.4498593211174011","0.7692104534240766","0.7692104534240766","0.7692104534240766","0.5381228415306005","0.5381228415306005","0.5381228415306005","0.6402780310919056","0.6402780310919056","0.6402780310919056"
"5700","0.4548808987445243","0.4548808987445243","0.4548808987445243","0.7674273562326305","0.7674273562326305","0.7674273562326305","0.5408659329235816","0.5408659329235816","0.5408659329235816","0.6447130983884114","0.6447130983884114","0.6447130983884114"
"5750","0.45858940675800886","0.45858940675800886","0.45858940675800886","0.767323916999872","0.767323916999872","0.767323916999872","0.5391293161612556","0.5391293161612556","0.5391293161612556","0.644723878117675","0.644723878117675","0.644723878117675"
"5800","0.456902099676453","0.456902099676453","0.456902099676453","0.7673682229599093","0.7673682229599093","0.7673682229599093","0.542266522161093","0.542266522161093","0.542266522161093","0.6481805849330505","0.6481805849330505","0.6481805849330505"
